feature_value,shap_value
0.5975117659625038,2.3000689033041692
0.9501211222205408,3.0739395686121287
0.8778975437779206,6.130124621980698
0.9412168460674312,2.551078702134381
0.5464605814364993,2.3744597108343473
0.5880138701510115,2.1535747593749432
1.1450258439734031,3.4209874082273166
1.2271430615459995,2.6246676266728333
2.3104967225831126,2.829417277946764
0.6265990699349251,3.065613752737282
0.9817807718050771,4.252867352492237
0.8991688711838289,3.390862293083512
0.8828443649031276,3.269694541284595
1.0896214548601364,2.628585604311539
1.0075042372875402,2.932114051335114
-0.010551392385892295,-0.46089350347815605
0.9926637770323572,4.382364895348246
0.6671629956725711,3.255257544389264
0.8185356996367509,2.34376988128622
0.5796042770465539,3.6066900230719976
0.6750779088488147,2.242681786517709
-0.5794357344124303,-0.9527064728893972
0.6315458910601321,2.720830551410666
0.743344029143094,3.0087192399835234
0.8452485312165182,2.2851711464527864
0.6048330594803648,2.2735956448131422
-0.039242949919391985,-0.48372093654068565
-0.2539349530526443,-0.5895362147921308
-0.31131807124008165,-0.6654256996433854
-0.04320040806773274,-0.555220973760892
-0.3856193122461646,-0.7460746981446813
-0.11146652836201221,-0.6585751849805974
-0.11146652836201221,-0.5938538238948831
-0.11146652836201221,-0.602393473309292
-0.20644548023605896,-0.6142058662523282
-0.30241379508697197,-0.5030152314835282
-0.034296131914623024,-0.44421437852486895
-0.034296131914623024,-0.39693743314816815
-0.034296131914623024,-0.34282852208929876
-0.5794357344124303,-0.7929110557073
-0.24602004299683874,-0.859541072435314
-0.3202223473931914,-0.5584610295126117
0.8383229810171409,2.5535489562161557
0.8501953492212871,1.517978060677729
0.29813019652410244,-0.3019296130518199
0.44257735340934296,-0.3737463466386667
-0.19853056705981545,-0.6804696355271165
2.1042143125543182,1.9066442227602254
-0.1025622522089025,-0.9594665130503689
-0.38453101265956807,-0.5725035925222316
0.4554390845903554,-0.29830329212574536
-0.5744889132872234,-0.6731648363687553
0.12795957727683685,-0.6503521375230814
0.12795957727683685,-0.8404627738251395
0.006267796943460938,-0.8298580785937558
-0.0095620294090261,-0.8761383224501585
1.443813793753422,1.9900462202445681
0.12795957727683685,-0.5908832839376328
-0.056062139248745216,-0.3169984475015842
-0.08574306287954926,-0.5457888274412018
0.1873214214180066,-0.8615592673111155
-0.5042440639187736,-0.8947963667073418
-0.31527552626798444,-0.6590263444969836
0.15368304275929998,-0.7153365198489392
0.17841714526489688,-0.2770727348549977
-0.05012595514667208,-0.3862872412686859
-0.1609347302527679,-0.6585771685876292
0.1695128691117871,-0.5393294817888536
-0.1490623620486216,-0.7344284228969918
0.04089553857903377,-0.37428888998998794
0.20018315571945716,-0.46667733654502214
0.25756627078645644,-0.2760468025379494
1.0045361452365036,3.107921378733724
-0.18171137773046206,-0.8773048989926867
0.07057646220983764,-0.7417854763129581
-0.19160501686043796,-0.552087192365526
-0.2544296361012964,-0.525535152476066
0.029023170374887487,-0.8983367203776789
0.029023170374887487,-0.891298887702423
-0.4580407639082458,-0.6395839101706186
0.07057646220983764,-0.712589839961225
0.05078918082944784,-0.6985178943135616
-0.6375114057475425,-0.7267019614194118
1.5744098502399078,2.3062808221706175
0.3218749360528331,-0.3739981809593172
0.5415137603112924,5.853172969383994
-0.24305195094580218,-0.7752526991223857
-0.11542398338991497,-0.6596591686127535
-0.08376433380537872,-0.3023597803679208
-0.49187701266597506,-0.6020354875134556
0.24698007538836755,-0.6461323403749821
1.087642728906404,2.832865750677412
0.5217264789309025,-0.7737065372268038
1.0282808847652343,1.5334285535628924
-0.10355161518576869,-0.7897779341734856
-0.3742416270906704,-0.8578707056898446
-0.6862870544906233,-0.9852864219575679
-0.21139229824082795,-0.6735254377007095
-0.2163391193660349,-0.6141619355274625
0.11015102497061742,-0.7258361652375417
0.09827865676647114,-0.41952087065065125
0.2625130919116635,-0.7717766818363866
0.4742370029938791,-0.3881864478087409
-0.5101802480208467,-1.056543910864962
-0.430041759522421,-1.2125460783941482
0.0745339172377404,-0.8881069122472222
0.1378532195272509,-0.6632339731011706
0.17050223208865328,-0.7043021318019925
1.5645162111099318,1.369669922738859
1.8929850814003166,3.404625756122284
0.3924165952504743,-0.4962884294661998
-0.39640338086371435,-0.863441525795806
-0.24700940597370494,-0.8660276201790319
-0.2855946057576185,-0.9112413000116631
0.4979817394021718,-0.6676180918522471
4.411906010173221,2.280255462684669
-0.6160422051221736,-0.9355595896123234
-0.4923716957146273,-1.1368049708000838
-0.5072121559698102,-0.9482732218706683
0.5256839339588053,3.358939533866739
4.425757107451537,3.235649124619033
-0.38057355451122715,-0.873159469140704
0.019129528124473414,-0.45581333801882207
-0.4250949383972141,-1.0193719461065165
-0.5457973557537238,-0.896519095484431
-0.2895520607855213,-0.99058684484738
0.32385366512700353,-0.6810433392535918
0.12598084820266647,-0.4949284937283042
-0.11740271246408535,-0.3030234113342637
0.35155585656319893,-0.7122268057639929
-0.3486170950974998,-0.6005702791163617
0.0864062854418867,-0.5982768551537935
-0.40728638609099443,-0.9899809317351557
-0.40728638609099443,-1.0193689729638684
-0.40728638609099443,-0.9266781371595977
-0.6912338756158306,-0.8918973175319918
-0.4399354017728349,-1.1361495281217795
-0.4765418693621401,-1.0531730004492863
-0.09860479406056175,-0.55017845962972
-0.5419388373355515,-0.6267676239458666
0.06661900406149689,-0.10273816526616063
-0.43399921455032375,-1.0243756868166758
-0.4537864959307136,-0.9369260396773385
-0.16330920576586005,-0.5869490345877091
-0.025391852641075324,-0.4011883153402594
0.017150802170741202,-0.8006586898728538
0.8917486410562373,2.5107618168417236
-0.15598791224799893,-0.49881468431892095
-0.3707788519909817,-0.6975709942941597
-0.3419883578477517,-0.9345010335727785
-0.6735242567989033,-1.0057453769130422
-0.6735242567989033,-0.9620643918965259
-0.10355161518576869,-0.7539503269198942
-0.282626513706582,-0.7642320225026835
0.21304488690046963,-0.325388730820968
-0.48049932751048086,-0.8681315208403964
-0.6575954969571237,-1.0264407697220037
-0.130264446765536,-0.6823701239054157
1.3527923000277162,1.785794103294898
-0.48049932751048086,-0.8058523039239894
2.540029185971548,4.340720580158119
0.011214618068667886,-0.5826343949196277
-0.151041091122792,-0.4543114833122037
7.839063159610765,2.9464231888741823
0.6018649674293283,1.995206847066643
-0.4953397877656639,-0.9333635887785153
-0.31131807124008165,-0.49928838103521195
-0.41025447814203103,-0.6361598724208593
0.6721098167977781,3.0659077465298488
0.5138115657546589,-0.9124634787657859
-0.47169398796710166,-1.0443503919814294
-0.5794357344124303,-0.8126704978457586
-0.06991323652706205,-0.11567434055584667
-0.5726091208227834,-1.0242718414427494
-0.5378824425774802,-0.8324505759773669
-0.19674971120510587,-0.6657151793752869
-0.09583457522898597,-0.7203739638303758
-0.22821148757018117,-0.5691726004025575
-0.0016471162327825817,-0.5682650936365805
3.2642436869901688,3.4816132906442263
-0.37562673650645834,-0.5907953563307066
-0.3707788519909817,-0.6929804507759373
-0.4745631434084077,-0.9757119065495716
-0.1787432856794255,-0.9815405640783877
2.4371353240416957,2.664397566727832
0.46434336074346516,-0.5875328111771044
-0.2598711402751554,-0.3000594397238981
-0.3093393421659113,-0.5681169435275213
-0.3261585314952645,-0.4284146481672631
2.470773699579964,2.634767039383291
-0.394424651789544,-0.3096857317687055
-0.4874248745894202,-0.9319773767885686
1.2380260667732796,2.8385755082960675
-0.394424651789544,-0.468767757934113
-0.572510187333491,-1.009848555867225
0.042874267653204144,-0.5696818005076051
-0.428854523326094,-0.8565199798353351
-0.17478582753108474,-1.0163271073858111
0.33374730425697946,-0.8989385292626489
0.1886075942240641,-0.4270144795563127
-0.5378824425774802,-0.9742711288005329
-0.3528713630750318,-0.742917103973003
-0.6289039394236242,-1.2151376682783221
-0.12729635471449943,-0.646947360411481
