0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,formula_pretty,material_id,Cohesive_energy,Quality_index
-0.372817906,-0.274013749,-0.05335069,-0.775454951,-0.024631779,0.219476196,0.492029068,2.646722477,0.697237727,-0.696215866,-0.055568388,-0.005671806,1.220355126,-0.068178809,-0.191133249,0.003024686,0.276675249,0.150224416,-0.175112045,-0.631143084,-0.142009252,-0.714904242,-0.305445795,0.448444458,0.123564065,-0.26638478,-0.713883271,-1.002525371,-0.577931983,-1.217050612,0.474540753,-0.078991792,-0.283317088,-0.05048031,0.20465687,0.10556251,0.626082409,-0.044924172,-0.466280022,0.640670933,TaRu3,mp-867816,#N/A,#N/A
-0.500463412,-0.338849437,-0.54240401,-0.469779126,-0.365170215,-0.262466559,-0.858418385,1.170450488,-0.777985966,-0.788471353,0.095566117,-0.58391091,-3.192500392,-0.515905918,-0.470435486,0.12837887,0.076765918,0.19257963,0.328189233,-0.715601238,0.087932983,0.566046026,0.348746129,0.048209494,-0.139517619,-0.396363406,-0.885095651,-0.656624296,0.372549333,0.754078712,-0.086209461,0.143158157,-0.237372573,1.063233433,-0.258216537,0.299889511,0.497575727,-0.217111872,-1.047392303,-0.893429694,TiFe,mp-1216834,4.679775384,6.208782346
-0.369764051,-0.608523606,0.67375791,-0.933432585,-0.103489082,-0.022545106,1.099228492,1.967574923,0.697997054,-1.069279626,-0.201402685,0.068142531,1.009221956,0.202505421,-0.475768303,-0.183736323,0.465322895,0.643207793,-0.155170586,-0.662148387,-0.446904349,-1.458697898,-0.524115939,0.979352711,-0.354367533,0.243010329,0.183663003,-0.791143697,-0.243279714,0.52636441,0.174133957,-0.970463777,-0.297560097,-0.548781542,0.225547891,-0.217956406,0.554404385,0.160380423,-0.35006975,1.17596035,Ir3Rh,mp-1184771,6.65,4.02
-0.375184404,-0.616967566,0.165089881,-0.855603726,0.04642309,-0.00327747,0.787201301,1.93466446,1.074464254,-1.006976465,-0.048222787,0.297518628,0.964183004,0.064414061,-0.21689492,-0.161616063,0.554185107,0.275757977,0.206117718,-0.615569023,-0.259735211,-1.333650718,-0.298314621,1.098754809,-0.435619915,0.454827029,0.130218269,-1.060476402,-0.32800108,0.707453617,0.367260541,-0.793606502,0.320347452,-0.094013367,-0.192985293,-0.335273759,0.773250125,-0.118246485,-0.663292088,1.546549261,IrRh3,mp-1184768,6.06,3.79
-0.374848062,-0.309940167,-0.144403022,-0.556854636,-0.053928219,0.080482849,-0.90388411,2.585960612,0.241432064,-0.895033974,0.01085394,-0.27469988,1.260381261,-0.374604481,-0.3606456,-0.135313438,0.383806505,0.214608641,0.042361025,-0.630813364,-0.023151369,-0.766463392,-0.113992814,0.305302203,-0.089074708,4.064371444,0.849159525,-0.801864068,-0.054909727,-1.25606887,0.050268969,0.348097432,-0.158842504,0.328064643,0.142312674,0.089858439,0.721023096,0.258863546,1.150572651,0.479286075,NbRu3,mp-1220372,6.89,6.85
-0.480171758,-0.385766049,-1.303972746,-0.441843801,-0.158407231,0.140132383,1.56349988,2.437247372,-1.226777477,0.074451073,-0.041554146,-0.155132033,0.611491936,-0.613905788,-0.814250323,-0.138949897,-0.155796219,-0.093769016,0.281219758,-0.647397871,0.333777493,-0.756556755,0.191130747,0.464546398,-0.476763765,-0.435552316,-0.96902435,-1.046223477,0.262537915,0.767267631,0.18163533,-0.964395172,0.168160458,0.077332559,0.026705611,-0.517707427,0.146970902,0.085014837,-0.876881436,0.171456628,VRe,mp-1216229,6.9366947,7.476066848
-0.49708059,-0.3378599,-0.54296701,-0.473965842,-0.45506132,-0.265409886,-0.870909099,1.170085376,-0.786363684,-0.794858971,0.065505145,-0.553089753,-3.180767525,-0.508389788,-0.486530397,0.003278886,0.063432312,0.207992444,0.364432789,-0.748513526,0.193563368,0.58549516,0.351892683,0.081182448,-0.160855908,-0.414635476,-0.8631233,-0.635214846,0.665126535,0.799199118,-0.406609971,0.155378265,-0.135919653,1.124636194,-0.058341372,0.37378028,0.458291092,-0.230548269,-1.066610741,-0.87328554,TiFe,mp-305,4.974368383,20.82291012
-0.373941158,-0.53082102,0.528278902,-1.031786514,-0.02693463,-0.067932155,1.165354565,2.265869926,0.528001113,-1.38753727,-0.170797108,0.031257446,1.193612667,0.223890313,-0.502923354,-0.056024414,0.349841112,0.311687456,0.057479151,-0.769616241,-0.298009149,-1.381651219,-0.673436082,1.139919263,-0.232328308,0.041948931,0.173277203,-0.941506609,-0.296129141,0.371284763,0.167697165,-1.164843713,-0.440129551,-0.318031085,0.071605698,-0.132613703,1.031595928,0.072046379,-0.242379836,1.127914256,Ir3Ru,mp-974358,6.92,4.11
-0.370462982,-0.608977595,0.673947121,-0.934330562,-0.094965299,-0.022179344,1.098950944,1.966931286,0.696528658,-1.068611204,-0.217444263,0.063837907,1.00714591,0.203856274,-0.472163393,-0.199903529,0.466120022,0.651568242,-0.157797538,-0.659748932,-0.453783811,-1.459673842,-0.523657397,0.979303603,-0.35333659,0.24257887,0.187436749,-0.786665809,-0.264107581,0.526364642,0.186580426,-0.968449381,-0.298488431,-0.535272591,0.241188915,-0.219900167,0.550338686,0.161932855,-0.348807727,1.16618094,Ir3Rh,mp-863709,6.66,4.47
-0.495471929,-0.666290464,-0.296551497,-1.142535474,-0.316360677,-0.22262942,-1.13675824,1.13496544,0.755012801,-0.632219847,0.026150426,-0.095428739,0.554959689,-0.52771665,-0.352885714,0.048336847,-0.085259942,0.27607523,0.488021336,5.975527156,0.213338918,0.069839275,0.338397958,2.313619624,0.344194929,-1.066525062,-0.697376605,-0.134812151,0.064338601,-0.794427109,0.054623482,-0.072164626,-0.57328398,0.403022691,-0.250261152,-0.318433612,-0.367856175,0.728379329,-0.349475818,0.545178686,MnCr,mp-1221647,3.44,4.83
-0.389632774,-0.415885642,-0.290812867,-0.600320525,-0.059581099,-0.272319801,-0.77045509,1.746807818,0.877455734,0.071543438,0.138859402,-0.458311887,-1.051943413,-0.073882243,0.318401207,0.044237246,0.279326264,-0.082421868,0.444385736,-0.72522328,-0.003426726,-0.74321105,0.077110015,0.545277128,0.187009222,-0.31753149,-0.30464559,-0.619139252,0.116457304,-0.740738069,0.388499261,0.075031855,0.430342407,0.818588439,-0.335770909,-0.678962377,0.881970152,-0.097218496,-0.890266865,0.218197574,CoMo3,mp-1183707,6.01,8.38
-0.368833126,-0.638708602,0.395946925,-0.693632476,-0.097493877,-0.312661007,0.947556387,1.28518794,0.450979941,-1.26283029,-0.169540399,0.140372975,0.851330724,-0.161676454,-0.44816036,-0.123963342,0.560022745,0.516552651,-0.1236113,-0.198711841,-0.150134133,-0.418870969,-0.358588056,0.45911326,-0.345926429,4.508308915,0.654789163,-0.717032495,-0.215507925,0.871728015,0.422691089,-0.927995254,0.17334876,-0.17778405,0.298032645,-0.305764432,0.53567362,0.036121072,-0.694770726,1.442724393,PtRh3,mp-974376,,
-0.372562796,-0.427014335,-0.335516442,-0.847855493,0.003844947,0.053555958,1.341498839,2.438510739,0.847800841,-1.313295447,0.019073395,-0.077367157,1.118586187,0.182665671,0.026779114,-0.126462662,0.532808607,0.271578195,-0.065339787,-0.676590911,-0.257401476,-0.98155392,-0.501197519,0.974969722,-0.112992357,-0.372148835,-0.047621493,-0.908213598,-0.440859978,0.762285764,0.334065933,-0.941042387,-0.618703302,-0.522691677,0.257871189,-0.174057407,0.66749711,-0.25279254,0.182068623,0.94099048,MoIr,mp-11481,,
-0.365431741,-0.452703288,0.368164439,-0.702218979,-0.096811696,0.28861211,0.883429249,2.755385058,0.337364903,-0.627109216,-0.061855464,-0.177659139,0.852878422,-0.237599357,-0.165894695,-0.123807134,0.173620067,0.297719562,-0.027823415,-0.719467127,-0.204805782,-1.092321672,-0.404284118,0.669949789,0.128001579,-0.772384237,-0.478547078,-0.669606725,-0.248149659,0.059597327,0.15478565,-0.683021588,-0.154065682,-0.353773538,0.153480658,-0.399520899,0.472609288,0.079931125,-0.877524852,0.491193927,Re3Ru,mp-974455,,
-0.372877108,-0.337457053,0.143333235,-0.630430069,-0.109111043,0.133904454,0.415310974,2.149360839,0.956786557,-0.05479032,0.052013571,0.087712253,0.904172782,-0.315575767,0.117478079,0.104086808,0.346757438,0.329342654,-0.265566036,-0.130080043,-0.14080365,-0.579978394,-0.181570833,-0.173735743,-0.197662962,-0.020235958,-0.490533326,-0.81647284,-0.448572394,-0.499785631,0.330148053,0.203415176,-0.164577554,0.123137529,0.100136417,-0.03185707,0.311215183,0.245201343,-0.628066409,0.531384961,TaRh3,mp-1020,,
-0.36814096,-0.352133124,0.040335941,-0.647149901,-0.21566354,0.525782218,0.956688509,3.211723001,-0.010488157,-1.075837948,-0.149010134,-0.269116035,1.009045191,-0.372850271,0.101238241,-0.127873437,0.122375629,0.214697465,0.08380503,-0.757944537,0.104348856,-1.253990471,-0.255512532,0.90215227,0.159025529,-0.980607079,-0.948839844,-0.597543471,-0.370416303,0.204396869,-0.108459471,-0.613933283,-0.294080139,-0.046887305,0.483760999,0.262516338,0.549365067,0.204373819,-0.83482784,-0.014026626,Re3Mo,mp-974420,,
-0.484601753,-0.52385498,-1.081086309,-0.772015217,-0.101354134,-0.31264965,2.154403152,1.058541588,1.214211112,-1.344896631,-0.020154321,-0.13767981,0.593753367,-0.024090608,-0.771310526,0.053305459,0.276644042,0.078706199,-0.104060638,0.130510038,0.21498689,1.164178188,-0.309727194,0.78735512,-0.248767051,-0.560504577,0.271667938,-0.810834512,-0.464023854,1.415954066,0.213878077,-0.549119731,-0.192845498,-0.325187419,0.11407228,-0.243374712,-0.742044185,-0.221618343,0.189563319,0.506103957,VPt,mp-1216236,,
-0.368161322,-0.638532343,0.394625446,-0.694519637,-0.094079365,-0.313671895,0.947271887,1.28593207,0.448937229,-1.263447274,-0.195666603,0.138614698,0.853528376,-0.164383064,-0.451018557,-0.15345263,0.560066278,0.521101998,-0.123102781,-0.200580451,-0.148382221,-0.417881504,-0.356897681,0.459428676,-0.34598004,4.50787693,0.655799772,-0.729030185,-0.206808943,0.87641973,0.428862557,-0.928911722,0.179234327,-0.171649789,0.341711709,-0.290647701,0.537568224,0.032560207,-0.69938581,1.44518445,PtRh3,mp-974370,,
-0.3839072,-0.214764296,-0.688771689,-0.450007455,-0.256825121,-0.095326409,-0.901357198,2.25032254,0.163611628,-0.244813077,0.057953395,-0.514760024,0.88948997,-0.389163129,-0.344526596,0.173244861,0.098852951,0.204181819,0.334497603,-0.216943456,0.138218784,-0.428296053,0.352961697,0.64051835,-0.268899142,3.455900939,1.275299092,-0.381456498,0.086040823,-2.261877516,0.245560162,-0.447456969,-0.199442137,0.552639811,-0.074815513,0.198620246,-0.137597494,-0.259219735,1.414050501,0.527632357,Nb3Cr,mp-999441,,
-0.467762413,-0.249740079,-0.111779522,-0.504937892,-0.17486083,0.04506531,-0.913395558,2.623612744,0.197380779,-0.890137617,0.00498134,-0.374622981,1.23848544,-0.400388646,-0.333841814,-0.009946397,0.320758592,0.057007572,0.240413614,-0.613545042,0.086291277,-0.580280886,-0.09463764,0.338832323,-0.069387345,4.048552481,1.042975888,-0.97287208,0.105566658,-1.192647095,0.309028517,0.413657235,-0.018968351,0.266814437,0.107424642,-0.299212167,0.615840719,-0.253151451,1.478838451,0.374372207,NbRu,mp-432,,
-0.394640575,-0.337442485,-0.268184748,-0.59332028,-0.234934796,-0.461523767,-0.679378179,1.208490628,1.012708027,0.074114134,0.084436087,-0.327103623,-2.183228757,-0.201645627,-0.258924893,0.171408235,0.230599998,-0.020950701,0.394174767,-0.611643523,0.460652183,-0.059699749,0.069966924,0.246523796,-0.368557054,-0.602115616,0.974637605,-0.859640722,-0.079336621,-0.970683041,0.136509095,-0.032155935,-0.01870305,1.001916091,-0.056471815,-0.256932375,-0.276465943,0.633683616,1.10637321,-0.173015774,NbCo3,mp-1018021,,
-0.468882463,-0.250253932,-0.117353538,-0.506129795,-0.207833023,0.045900895,-0.917404311,2.624984237,0.194645051,-0.891373907,0.014793222,-0.338825604,1.23399766,-0.39359631,-0.337264672,0.051984901,0.318123231,0.031479482,0.270802918,-0.608998847,0.103742181,-0.573360233,-0.086967313,0.350066825,-0.083839536,4.039882936,1.052554371,-0.997079065,0.173211666,-1.183951338,0.188995612,0.424682047,0.03022719,0.297439509,0.09509173,-0.128515976,0.600175472,-0.278961477,1.453716657,0.480575195,NbRu,mp-1220325,,
-0.489042383,-0.518259167,-0.852031926,-0.536383621,-0.1142199,0.187557161,-0.706287351,2.222492022,1.172701077,-0.638836677,0.093657371,-0.181729519,0.888128098,-0.427425053,-0.323796646,-0.055030318,0.13278425,-0.281670098,0.62519724,-0.351745903,0.471514616,-0.622906659,0.203640433,0.903476844,-0.166532699,-0.871431532,-0.155550285,-0.798748243,0.163658212,-0.319960016,-0.062868167,0.403809515,0.680722295,0.219550789,-0.242985636,-0.522997523,0.337200866,0.086474342,-0.296088432,0.036645876,VRu,mp-1395,,
-0.395267848,-0.537128487,-0.255951751,-0.646278074,-0.086527678,-0.534814635,-0.734482758,1.089678226,0.74224324,0.278049422,0.073458666,-0.029156118,-0.340702075,0.096347297,0.107240337,-0.096993637,0.354982323,0.261157856,0.375061866,-0.356241054,-0.13441885,-0.515899316,0.144554916,0.412526894,-0.209566256,-0.574850846,-0.993782222,-0.504981248,-0.196158317,-0.609226301,0.104869763,0.08258549,0.570627704,0.389256212,-0.053254416,-0.655671755,0.36480906,0.773058244,-0.714699722,0.154497855,Ni3Mo,mp-1220074,,
-0.414978533,-0.56023092,-0.29082234,-0.562202102,-0.268709011,-0.544649794,-0.835736223,1.060212707,-0.462872516,-0.749144062,0.078626545,-0.043447562,-2.328904016,-0.295862865,-0.753924292,0.30168727,0.175000838,0.00370313,0.552271438,-0.732417834,0.492928847,0.219706798,0.038399487,0.308156214,-0.480583108,0.074089964,-0.212269112,-0.792050913,0.476986941,0.246839513,-0.335679805,-0.0507323,-0.202455223,0.075908117,-0.466394802,0.33744904,0.221273672,0.158035121,-0.828726235,0.020583626,VCo3,mp-1017529,,
-0.350173244,-0.669838153,-0.16190451,-0.746403831,-0.098087977,-0.31645907,-0.654871123,1.161335156,0.833005362,-0.191845073,-0.045612724,-0.114857919,-2.275410091,-0.134204602,-0.247372243,-0.076382628,0.271262869,-0.095927288,0.684770422,-0.817881254,0.345998392,-1.00556793,0.160532126,0.805367857,-0.124748916,-0.520279259,0.326751457,-0.685264366,0.039501171,-0.044594933,-0.084429454,0.063904856,0.656238709,0.646110617,-0.155451514,-0.523722215,0.350053802,0.423216069,-0.899476465,0.221152363,Co4Ru,mp-1226024,,
-0.488083434,-0.662333943,-0.558725517,-0.887088102,-0.248164842,-0.552984846,1.769699198,1.00733383,-0.202009117,-0.079195395,0.014854997,-0.444118884,-2.165823531,0.177390876,-0.626663835,0.131280455,0.304012501,0.300815448,0.484484494,-0.273585744,-0.114985068,-1.23036244,-0.098609639,0.251843017,-0.373353771,-0.068554532,0.865026894,-0.967030031,-0.112641812,1.298704875,0.309594698,-1.128800097,0.277747469,0.113574012,-0.227069278,-0.257349044,-0.387631017,0.192108744,-0.283596368,-0.138782262,CoIr,mp-1226027,,
-0.369176318,-0.191836387,-0.006955934,-0.713992794,0.005093288,0.203494324,1.162408587,3.118294599,0.316775165,-1.041421612,-0.138163698,-0.125852674,1.245031377,0.12401679,-0.642894104,-0.104260853,0.173289873,-0.084705697,0.044828921,-1.005027353,-0.056320008,-1.298527492,-0.263859999,0.832598126,-0.445834044,-0.280527781,1.11903101,-1.041718329,-0.259818285,-0.154534744,0.06249117,-0.320213446,-1.021461571,0.253698868,0.286510715,-0.106401817,0.162140959,0.153575688,0.631560618,0.632382136,NbOs3,mp-1220360,,
-0.440522273,-0.51012953,-0.26652747,-0.633327182,-0.204467674,-0.515105669,-0.738312532,1.143971907,0.897441202,0.386485175,0.010459555,-0.134170336,-0.303733167,0.114314285,0.185041931,-0.034792531,0.350025864,0.297821724,0.30402865,-0.360781359,0.061812242,-0.449966281,0.140805324,0.396568232,-0.11793805,-0.655801062,-0.964984966,-0.511543605,-0.172730809,-0.681314767,0.228381438,0.115195184,0.567866233,0.341193565,-0.041705773,-0.638313224,0.381805532,0.718803867,-0.686848719,0.196328755,Ni2Mo,mp-784630,,
-0.373554804,-0.319618059,-0.176260354,-0.538386404,-0.034349671,0.076114238,-0.899880321,2.578948635,0.237925138,-0.855311399,-0.044760939,-0.283368662,1.275899552,-0.369815773,-0.421752852,-0.015647535,0.425696127,0.450901357,-0.266764379,-0.621020087,-0.31519008,-0.835874092,-0.101860399,0.189494993,-0.081095264,4.127258417,0.811684396,-0.755112056,-0.196540278,-1.383615896,0.263161178,0.379865768,-0.220068821,0.225611727,0.277618562,0.119331011,0.683221549,0.244876362,1.259144275,0.788867695,NbRu3,mp-11517,,
-0.412878855,-0.550522699,0.375596682,-0.789051989,-0.170893359,-0.086218736,1.470843653,1.273013394,0.315760665,-0.896488117,-0.070412121,-0.149420936,0.825103257,0.258116084,-0.410640121,-0.050142782,0.620079241,0.378072115,-0.090938766,-0.164222617,-0.182833796,0.537981555,-0.601279021,0.756709008,0.414756885,4.083725221,0.44311676,-0.802919335,-0.505802477,0.563569443,0.322732982,-0.738763957,-0.662167163,-0.668952426,0.106822481,0.214652594,-0.075525374,0.401574442,-0.156575467,0.8854163,MoPt2,mp-952,,
-0.371651837,-0.251108893,0.191425366,-0.824117981,-0.078392316,-0.026197043,1.341023633,2.345561961,0.61819741,-1.287277729,-0.06599721,-0.013040463,1.042056132,0.056061389,-0.521175493,0.056713292,0.289225119,0.103562318,-0.276505531,-0.535034359,-0.064182644,-0.696710252,-0.549933774,0.437528272,-0.457273611,0.12922291,1.107213663,-0.826202883,-0.421899853,0.335320378,0.11609834,-0.472607303,-1.200842925,-0.048763719,-0.109347013,0.000863984,0.097993263,0.229178177,0.743922478,0.675487696,NbIr3,mp-1339,,
-0.454338392,-0.494576882,4.241077231,-1.014471085,-0.103503174,0.203881748,0.149980815,2.488017107,-0.947966755,-0.639243534,-0.100780514,-0.26302286,0.536176839,-0.195356389,-0.16867623,-0.196076036,-0.662434398,0.363246216,-0.042123123,0.018297798,-0.307554135,-0.998176212,-1.027501779,0.710459816,0.330313152,-0.319409884,0.974139712,-1.290591267,-0.390697114,-0.082910968,0.292113283,0.113561429,0.390491132,-1.751923811,0.163101699,-0.123646875,-0.887254918,-0.411091387,-0.780149702,-0.675866857,ReIr,mp-1219533,,
-0.413999165,-0.556686557,-0.322386916,-0.586105062,-0.152797607,-0.551516171,-0.845165771,1.056189544,-0.522124278,-0.760235014,-0.092289863,-0.205469157,-2.200153846,-0.257071755,-0.752177822,0.017189505,0.184406151,0.107979994,0.45803835,-0.909023977,0.266203497,0.254223674,0.047787518,0.309046041,-0.42848941,0.047685357,-0.18722872,-0.655204907,0.280358627,0.410628768,-0.394625347,-0.108988605,-0.091334913,0.719313215,-0.119945016,-0.009792651,0.306796349,0.27744682,-1.005933856,-0.064252612,VCo3,mp-1216405,,
-0.367205807,-0.55899436,0.62756239,-0.817091261,-0.182082188,-0.0840564,1.377119709,1.232347564,0.314925082,-0.934619023,0.049864264,-0.118098297,0.778895815,0.266257534,-0.423938781,0.024835537,0.556465186,0.350110103,0.025056006,-0.131200877,-0.182143129,0.482613366,-0.622773041,0.769698407,0.306003118,4.106086422,0.514090243,-0.730522456,-0.338312531,0.412457203,0.114431191,-0.727612556,-0.689227968,-0.63370059,0.137767177,0.668984794,-0.110076489,0.561481919,-0.17621124,0.688852792,MoPt3,mp-1221425,,
-0.421509693,-0.824298516,-0.464369187,-0.575903895,-0.35531124,-1.029899345,-0.898103665,0.019346244,-0.277755873,-0.369670007,0.113849151,-0.147831578,-2.573621283,-0.283866502,0.028901426,0.047651525,-0.664806784,0.780608575,-0.210672562,-0.910827737,-0.533613674,-0.055109356,0.326873588,0.28652168,6.108341232,0.121350677,0.791939148,-0.307543684,0.089403638,1.067946182,0.319714273,0.303647604,-0.105760939,0.23683196,-0.234365231,0.144125677,0.995562126,0.757062095,0.163937315,-1.817532019,Be3Fe,mp-983590,,
-0.489469142,-0.661914731,-0.562058334,-0.892725524,-0.235785573,-0.548770154,1.767747416,1.010678337,-0.204027769,-0.076456116,0.005850969,-0.428852314,-2.148628498,0.172452917,-0.64941829,0.10173137,0.305108362,0.309771933,0.496741318,-0.290756755,-0.117813483,-1.243275825,-0.091130801,0.280754001,-0.379668625,-0.097135841,0.819127437,-0.976913396,-0.218079692,1.295525763,0.186563769,-1.114811669,0.280217253,0.036458138,-0.238052222,-0.021779848,-0.382579649,0.172310174,-0.261123539,-0.089871332,CoIr,mp-1226007,,
-0.322992828,-0.412401837,-0.352972942,-0.787958836,-0.103299143,0.103251111,0.744045714,2.561331839,0.782360033,-1.24162542,-0.117193521,0.014765711,1.177795205,0.085494358,0.173192612,-0.161229081,0.520098917,0.163552707,0.082461131,-0.731090462,-0.113642484,-0.986631062,-0.338063489,0.987538047,-0.123174578,-0.010955191,-0.135685179,-0.677428133,-0.49123964,0.478098852,0.084838322,-0.591442397,-0.048604972,-0.439904429,0.372443573,0.419379393,0.932354097,-0.636539225,-0.202039034,0.723047901,Mo4Ir,mp-1221469,,
-0.502785632,-0.514493355,-0.3945926,-0.526611577,-0.324512869,-0.582074666,-0.872766406,1.168038926,-0.513838737,-0.758583343,-0.070865233,-0.438192931,-1.904186658,-0.250692751,-0.76235827,0.032056453,0.163034106,0.472280159,0.224058856,-0.822769388,-0.066899338,0.403811581,0.102330688,0.200975692,-0.394830254,0.003266026,-0.250509006,-0.537594242,0.089148137,0.421706876,-0.226146365,-0.064146671,-0.061722548,0.587042736,0.039203442,0.246302527,0.320895687,-0.130191386,-0.919013375,-0.317481034,VCo,mp-1002109,,
