0.91729861,0.530403575,0.879494485
0.906961928,-0.182598867,0.85923024
0.910469865,0.104406651,0.795807951
0.913042003,0.548806455,0.87539843
0.893635904,0.71965364,0.876101258
0.909398541,0.478352934,0.840816286
0.920083685,0.351698645,0.829536075
0.911706619,0.466579866,0.851970317
0.904762499,0.071967988,0.853743249
0.913958902,0.254041243,0.88726112
0.889389916,0.583272325,0.854321426
0.90503492,0.177415259,0.839456763
0.880043276,0.486364862,0.84901524
0.920900754,0.270622004,0.878965508
0.897779048,0.520703825,0.842864895
0.920926789,0.083109071,0.854132308
0.89587561,0.513037715,0.864237379
0.920010588,-0.121509091,0.857346752
0.899843627,0.292176572,0.857477848
0.918445739,0.323507152,0.850372737
0.907579425,0.176942478,0.831799731
0.899288349,0.557077673,0.866595256
0.920003253,0.503947526,0.860502419
0.910752708,0.594931493,0.889214739
0.897380635,0.669613514,0.88495483
0.893831354,0.326279959,0.850244223
0.900321181,-1.004612143,0.834820354
0.897781914,0.230068311,0.801220376
0.918318189,0.321274902,0.860835815
0.898660656,0.304039952,0.806036048
0.896784264,0.631654022,0.879960885
0.922846314,0.41708,0.873841767
0.917016984,0.548397882,0.879522144
0.905415697,0.40298441,0.841799298
0.887651815,0.409456843,0.835271663
0.910023666,-0.193269396,0.879031108
0.915622223,0.431092426,0.890654438
0.919333805,0.488779038,0.874686042
0.905809725,0.560286359,0.870503101
0.908486336,0.46022356,0.867433328
0.917544787,0.538480157,0.868584665
0.890388696,0.471935149,0.855259419
0.893313856,0.524849176,0.823614108
0.88965812,0.477486811,0.826719191
0.918612791,0.372398864,0.874345249
0.912257548,0.229567438,0.857711589
0.913200052,0.305040527,0.82588976
0.906526482,0.807543084,0.898893625
0.916225104,0.25247653,0.868880284
0.912388797,0.425587792,0.822411878
0.910114061,0.444813793,0.870366121
0.909882583,0.292038149,0.855179413
0.903612268,0.308546501,0.868044545
0.907454436,0.524554814,0.852991059
0.897351768,0.61632235,0.861783612
0.89338734,0.492917147,0.830575954
0.916271503,0.432828583,0.848144589
0.900330739,0.394321085,0.869586357
0.918015715,0.235990331,0.792133925
0.905829766,0.68449046,0.88967383
0.923704563,0.413960058,0.875915133
0.911825706,0.721379716,0.889276517
0.906160228,0.277335806,0.815172301
0.919927996,0.331403581,0.785903778
0.920538325,0.375234291,0.897644769
0.910813607,0.324026279,0.83713059
0.878227662,0.754967219,0.865416228
0.927569501,0.468159501,0.869455862
0.912992493,0.494226061,0.873508015
0.918736827,0.617218718,0.892232348
0.903298313,0.587090713,0.85755525
0.901518371,0.334146025,0.848119942
0.9231152,0.521581918,0.886421784
0.903303515,0.358693159,0.822852927
0.916101414,0.176158021,0.857656078
0.88974244,0.545049109,0.865521354
0.909469418,0.231546529,0.877035663
0.89977179,0.742375003,0.890656987
0.920508584,0.388809936,0.854394628
0.894920594,0.480665029,0.857997456
0.886516885,0.48211674,0.850045298
0.907749111,0.332495848,0.847660767
0.922335191,0.633864968,0.905110834
0.923408874,0.197867489,0.843830001
0.915626432,-0.017688528,0.885443786
0.891759868,0.392487426,0.817754037
0.911096641,0.56707603,0.872747299
0.912343123,0.406011166,0.819571792
0.904710817,0.042975394,0.838150676
0.913663716,0.401752614,0.839082496
0.921304567,0.546946937,0.876251201
0.897846364,0.649977362,0.883271709
0.917537198,0.677140916,0.882978015
0.919753091,0.322315595,0.860317992
0.910268636,0.378817412,0.891040878
0.890760444,0.480660377,0.866124574
0.899106183,0.313782042,0.863076583
0.907533503,0.417828517,0.842160303
0.929282842,0.503770406,0.886418037
0.907227075,0.504492958,0.859243531
0.903811406,0.534397315,0.883874797
0.914613179,0.179783687,0.863887071
0.891308002,0.485157743,0.838160362
0.920551406,0.366629275,0.88399883
0.896738484,0.492377992,0.854899405
0.893728628,0.667655295,0.864284654
0.900443634,0.366343003,0.830847602
0.897276686,0.600434953,0.884179233
0.890874667,0.661395827,0.861093053
0.906715841,0.386137868,0.880806122
0.904387946,0.339781724,0.855250875
0.893213381,0.462783021,0.865881629
0.907311556,0.2854856,0.878701917
0.895761841,0.459618407,0.834988239
0.913147256,0.064555258,0.868790668
0.911779527,0.251177001,0.836855262
0.907192653,0.585069255,0.889284127
0.909790521,0.669054425,0.884035434
0.918443432,0.515458578,0.869423962
0.867697385,0.650959951,0.84331519
0.901091702,0.459973126,0.875942105
0.922307069,0.277026944,0.851854041
0.890481917,0.623862412,0.85703866
0.877731958,0.541665987,0.840815448
0.8991863,0.238204705,0.867014712
0.925888247,0.486665207,0.890417968
0.903081912,0.320101848,0.845559667
0.91148337,0.36782593,0.874568016
0.909504096,0.457339099,0.879127729
0.896755693,0.551942138,0.877515727
0.917718903,0.660788364,0.885798113
0.909647037,0.66275824,0.892737697
0.902903338,0.244022772,0.855218464
0.904620586,0.382490304,0.853230552
0.911632253,0.453423356,0.864656419
0.898418404,0.65885375,0.875652853
0.910727692,0.445365202,0.831388836
0.915655584,0.356737028,0.894598654
0.895396563,0.586804521,0.855199029
0.923739395,0.335078028,0.87161355
0.885406612,0.505369204,0.83276646
0.915833195,0.458566506,0.835030886
0.907168325,0.42028426,0.856860428
0.898775233,0.622267483,0.871720438
0.909895861,0.350700073,0.861384221
0.905340197,0.344116717,0.88340079
0.924718624,0.420968097,0.865693921
0.902599923,0.548687128,0.884475139
0.899684121,0.434091028,0.819464367
0.889249668,0.717443281,0.872867154
0.913453412,0.493590707,0.880476253
0.896211923,0.614410476,0.878620352
0.891639946,-0.142948012,0.860554296
0.910188758,0.288830432,0.854125036
0.886369263,0.660582768,0.853983184
0.915671895,0.34106946,0.824998483
0.914326485,0.530615402,0.864963395
0.906233059,0.309553818,0.821703079
0.90777625,0.546559833,0.883580628
0.919392005,0.135600406,0.860727234
0.905985307,0.541786613,0.889228806
0.906177885,0.51104647,0.874922011
0.887420162,0.732901366,0.877581345
0.889600696,0.495095176,0.851334212
0.882481853,0.608503321,0.864479707
0.894183963,0.46156502,0.863035991
0.920733372,0.271143232,0.826778098
0.894394559,0.634471514,0.872501344
0.909807105,0.5886142,0.84072019
0.896144097,0.541274601,0.868944222
