训练集mae,测试集mae,整体mae,训练集mse,测试集mse,整体mse,训练集r2,测试集r2,整体r2
0.10632372992070435,0.34525113442528343,0.13075948719958175,0.07164141638560129,0.19575730387945264,0.08433508669747244,0.9766415206081651,0.908569237159364,0.9716267730949526
0.09102110753015853,0.3315025212983775,0.11561579757463547,0.058403013284251654,0.3361131674728208,0.08680518814444624,0.9802168089464447,0.8912081544678325,0.9707957459201674
0.08962436206385667,0.5187691802995704,0.13351417301978194,0.08406910320686721,0.5566431753107726,0.1324005423993121,0.9708069761494584,0.848535373170812,0.9554558988559193
0.11821575025649753,0.4343488202687075,0.1505475415077463,0.09597009584923448,0.3934108785446958,0.12639017589763393,0.9674290159086029,0.8769651262291885,0.9574779930899164
0.11383431127924518,0.43636825409379154,0.1468207372489147,0.09285056469696522,0.5188181407194118,0.1364154304265336,0.9684232246340383,0.8403174052105589,0.9541051522870168
0.09144118557031235,0.34387981355720154,0.11725877252351694,0.04865425750706268,0.2768532106013466,0.07199278680079625,0.9839956106850095,0.8816930247047706,0.9757791477377243
0.16477666126059506,0.3510094865314184,0.18382320020874748,0.11437133994405592,0.2943249788902988,0.13277568938173984,0.9618021909352363,0.8936950385745019,0.9553296864943509
0.08093840440484038,0.42404293542261035,0.11602864053165775,0.05654506242187209,0.522504577773661,0.1042000128555778,0.9809148641565174,0.8118515949380383,0.964943527966412
0.09347861861955338,0.4075725440152306,0.12560186098956583,0.04892925831933802,0.37017982595361476,0.08178443000920722,0.9829405908286496,0.9024599813180396,0.9724849018265046
0.12590390073819657,0.33350371461033956,0.1471356998842112,0.10952280293677766,0.20008527944454146,0.11878487439779896,0.963744230629803,0.9210307056090304,0.960036678372475
0.10060573570775763,0.32171374257016233,0.12321905459141268,0.05183633673408572,0.25186464837459677,0.0722937776973198,0.9827087606400383,0.9065012554785457,0.9756778840367211
0.11131310997233787,0.30506100776863554,0.13112823588332284,0.053745522838368455,0.18942642128581266,0.06762197836140252,0.9816637049925123,0.9406430551166658,0.9772496381879716
0.09867355145203538,0.32861179011780406,0.12218996222467081,0.05229379478386445,0.155592844274234,0.06285847029992497,0.9830656917391616,0.9163233260748679,0.9788522463121224
0.0820934729594319,0.47953596589942,0.12274100064647611,0.06379777678918679,0.5437371711721218,0.11288248757835061,0.9766518444557933,0.8798378949214342,0.9620224445235233
0.1475229342404707,0.5243878226764145,0.18606593419414674,0.11360384312063815,0.8150505333225857,0.18534270916401913,0.960554895571505,0.779364970393323,0.937644331105377
0.0923699167092607,0.4813941182860418,0.1321564827796133,0.09069955432779399,0.5349495103645565,0.1361342089224629,0.9695319891788216,0.8152416437716525,0.9541997648837192
0.14536096633663925,0.2794568646614434,0.1590753195744033,0.08969439516293948,0.19284553460408196,0.10024394351487449,0.9708536563996246,0.8880515033914258,0.9662744859039847
0.11208485083762514,0.44240068460028603,0.14586715201789724,0.0783830150204622,0.5034363183791347,0.12185437559123553,0.9727096927892149,0.8688565270752986,0.9590039924850565
0.08563963312715338,0.34010207952397553,0.11166420150864656,0.05576827291503555,0.20208087807619848,0.0707320620792454,0.9812033018262633,0.9316561715656969,0.9762032989420467
0.08839683785853464,0.3662409434213665,0.11681271229109697,0.05466758785837216,0.23267967510662288,0.07287336950876146,0.9813189004729731,0.9246985068291558,0.9754828893954357
0.11816735318971604,0.3541106859438997,0.142297921312303,0.056661328883155664,0.25201523080816013,0.07664070521639477,0.9810449236243186,0.9107330242650321,0.9742154279503126
0.112475142106985,0.4367672775833847,0.1456413832352532,0.08449694513826995,0.5056706718230191,0.1275715308219375,0.9712039044925072,0.8452715838775141,0.9570805446181683
0.15194656471715343,0.39300845705043325,0.1766006218876025,0.09042447579897628,0.41880884816256525,0.12400924115434332,0.9687643331312425,0.8693357963862578,0.9582790215154854
0.07440917264151532,0.4695652476559121,0.11482286213162407,0.03872863723988764,0.6240815480403459,0.09859427584447998,0.9868891144033071,0.7908742681929428,0.9668294909079864
0.08871330648566059,0.38143270590384304,0.11865051778979288,0.06672541869907454,0.310496846457273,0.09165658744707211,0.9773389945771582,0.9028799654189551,0.9691635681563124
0.08423503962167621,0.36020602472614754,0.1124593449164517,0.0565845104396468,0.4132697764276375,0.09306368537023674,0.9810876373865528,0.8512814525684127,0.9686901719671938
0.07794954348397722,0.31489940778203307,0.10218305233264204,0.05455667654850302,0.2115838722753507,0.07061627611147608,0.9822393857753215,0.8979468427191084,0.9762422533282291
0.10107780382510104,0.6180243235805298,0.1539473342546335,0.10163745707659855,0.9143185899598321,0.18475257293965652,0.9642472641881121,0.7768254775161317,0.9378428732502234
0.13996982168863562,0.3771146392330182,0.16422326893749292,0.10605079792494938,0.30186323883878813,0.12607707029113746,0.9632331571692423,0.9154788333598661,0.957583332596476
0.1402439766902587,0.2771345243233508,0.15424414633455222,0.07335056781485556,0.13632062002768908,0.07979068679116808,0.97567815137212,0.9473800449639008,0.9731556656915937
0.14152834938480036,0.38357256300076004,0.16628287123188715,0.08928082594816181,0.2773658517986083,0.10851679450104838,0.970502840201649,0.8886021981030959,0.9634912139898361
0.08200776420599264,0.3226946150467873,0.10662346486016482,0.053089507202312695,0.2164328952372514,0.06979508097861324,0.9822691205770416,0.9221430954452547,0.9765185316454806
0.07432706014327423,0.3570166898651885,0.1032384995466518,0.05471576124265168,0.23311984029516117,0.07296163296393106,0.9815395627921354,0.9207942429663816,0.975453194530119
0.11009550204467387,0.4129327392562878,0.14106749221404347,0.06822055533949566,0.40710176030048667,0.10287886039232429,0.9766862823789925,0.8786186595122408,0.9653880091436298
0.09701596788732715,0.4217606146066244,0.13022848857452798,0.05184850200988989,0.5460276589912227,0.10238955215570801,0.9823823879837288,0.8309517044008898,0.9655526292817915
0.09291452861048498,0.32951861573879626,0.11711267388497136,0.045830245851926216,0.2990983090444077,0.07173266140570272,0.9848967014361688,0.8746061176698876,0.9758666628770071
0.07949435259520904,0.3532118053879031,0.10748818299446185,0.04545221104863947,0.18778119904332702,0.06000858482082343,0.9850088526250176,0.9232833137763786,0.9798110459116534
0.0957810662857469,0.3618989420657271,0.12299766721779032,0.054472534878133014,0.31946486932603585,0.0815740236284867,0.9820287129302196,0.862551321246534,0.9725556897774776
0.07728515080954804,0.33248072496904224,0.10338469816676903,0.06311612381121587,0.2391720832654517,0.08112184693721726,0.9792965044746801,0.893237043293754,0.9727078175853091
0.09486797577589051,0.4339907750838367,0.12955098934147594,0.04108965309622093,0.4913897836556237,0.08714307553979621,0.9862155352752137,0.8282562910597623,0.9706820689665762
0.09391691815480151,0.5718469322896129,0.14279612414586176,0.05740818169206398,0.6130484430180222,0.11423502660040062,0.980056430550409,0.7842253722028015,0.9615674038272563
0.07576924102161589,0.4310864986945551,0.11210850601089377,0.04593966268683475,0.386927478700718,0.08081341659734555,0.984834195573763,0.8435742518654799,0.9728115841712021
0.11420148343289743,0.22023133815242735,0.12504544584739483,0.055210846482312954,0.09509711549980758,0.05929012399546581,0.9823918098765537,0.9336800074767494,0.9800527608706168
0.08909259338590174,0.32208931444045674,0.11292180349375394,0.05031581766995948,0.24589805867635858,0.07031854686379574,0.9830325266320717,0.9134602167317742,0.9763424196982597
0.08491661897797913,0.3270189570475107,0.10967708537145393,0.052956227268415444,0.198579753537789,0.06784954245505592,0.981782262203162,0.9437891032047419,0.977173077791611
0.14633639014203895,0.3677790583462883,0.16898393575383716,0.117626021445476,0.3157850478493655,0.13789228550951016,0.9603813130132983,0.8920590133685322,0.9536082873875297
0.1059295394562669,0.39178432751835185,0.13516468823534375,0.08339036015566405,0.3956746457534544,0.11532852572816533,0.9730702653578478,0.788357098061488,0.9611995130704253
0.08132619103681778,0.48216918634400546,0.12232149737505288,0.06286307643033172,0.5086101695930509,0.10845084732197345,0.9784149364804211,0.8497163815931341,0.9635134008915032
0.08048701301794935,0.30030135376973366,0.10296802514029091,0.06221955996173351,0.1649230402465936,0.07272332499086694,0.9795897378477706,0.9201892030386319,0.9755333695374359
0.13679066323693073,0.36827312637780235,0.16046500605815625,0.0661658742161832,0.255917729110259,0.08557231392125914,0.9769773574764263,0.9332009765192532,0.9712105272579201
0.10053909087411304,0.5278783561844137,0.14424424300812105,0.06718910290165629,0.7489531126406481,0.1369149675340532,0.9775565992197646,0.7309232883161159,0.953937090804493
0.07865214415282756,0.4306785951836483,0.11465484937188877,0.0639491741182501,0.5008078207273459,0.10862789933963485,0.9783327124719347,0.8382392037638839,0.9634538344966866
0.12940162536744326,0.4315197868085056,0.16030007369664281,0.12298389286264066,0.4515443941308253,0.1565866714014323,0.9586036702619962,0.8487272501967467,0.9473188523073862
0.1130363760534967,0.29203299955973705,0.13134284891208947,0.06833203224311006,0.17087298632182665,0.0788191752738879,0.9762035272118217,0.9549052213686742,0.9734825156161042
0.12252930705492196,0.3464569787808441,0.14543100075416399,0.05757902439034712,0.34187957920186884,0.08665521749607093,0.9801407202630334,0.9033521433529479,0.9708462012099178
0.12567061064597732,0.26598491473450814,0.14002093720048614,0.07638057025723403,0.1854112295437297,0.08753143313880747,0.974076214213705,0.9418785939981914,0.9705514120987344
0.08460164135968914,0.5719175011115829,0.13444076337976918,0.07608633921732731,0.8400883690309479,0.15422291044826578,0.9731522345394936,0.7913733028962668,0.948114102878647
0.0750441340876166,0.35339859700131143,0.1035122041583354,0.045535852766300594,0.3282499821940312,0.07444979782140941,0.9851631853951943,0.8032704395272519,0.974952524633083
0.08776015490909762,0.4635535519929506,0.1261935705199462,0.08294632712935372,0.6661880341806062,0.14259604716868635,0.97273171104026,0.6564295385429245,0.9520257800102406
0.14884435635920434,0.2761801075979648,0.16186733091771394,0.08763205006697618,0.13446939591092233,0.09242223316465252,0.970913401234766,0.9412935414800887,0.968905978574983
0.09227334707988431,0.6192223921067457,0.14616586304854062,0.1000756749451654,0.9897412581302505,0.19106420049818543,0.965148347591441,0.7266800848245862,0.935719424423987
0.08000506752025578,0.4984993002842449,0.1228056140529365,0.049021984482693896,0.5647946633651059,0.10177146300475873,0.9833862837117636,0.8178247548275946,0.9657605757535885
0.08510782649621206,0.3903447170272912,0.11632523575507242,0.060401863454669705,0.33655813602868606,0.08864511860428502,0.9796490575028296,0.887199021248269,0.9701767299628614
0.10655674772131268,0.3687762082379718,0.13337464709233463,0.05405187198917943,0.3748864714054619,0.08686450147493559,0.9819620906634345,0.8539732293550224,0.9707757908735744
0.09454332813545048,0.38957059050008636,0.12471657087728824,0.04309967634435666,0.2999913882029498,0.0693726923298946,0.9858709784532833,0.8660656191139544,0.9766606377301663
0.08452089346654451,0.4179383855055947,0.11862040969781101,0.06477293578886976,0.49435703629751493,0.1087076733408903,0.9782974223218301,0.8256239663607778,0.963426995775967
0.08513494730636444,0.6296787052789159,0.1408269225535572,0.09050131095496955,1.0046044687872095,0.18398913391508503,0.9694720054879031,0.6199957382289669,0.9380997204240461
0.08501024384504433,0.39854522467453857,0.11707632142987895,0.04752310343061868,0.36620228905146157,0.08011529286911397,0.9846357001658138,0.786828102632832,0.9730464570304661
0.09155301958557562,0.39668948647470353,0.12276015824469098,0.055699806805948576,0.33875169849373576,0.0846482957285632,0.9809441243679223,0.9003598105166534,0.9715213987927985
0.19077127775116504,0.35558261038986483,0.20762698222557754,0.11102131559922007,0.21629676850052196,0.12178812328230779,0.9623589737070782,0.9290938016719014,0.959026282042912
0.08456144881669021,0.37000758994138416,0.11375480415898846,0.04594939974808819,0.3749577367908568,0.0795979796729168,0.9843261102554136,0.8743954459734828,0.9732204990012692
0.08640991193473667,0.4279646639771153,0.12134164793907085,0.068342190617159,0.5170143860906863,0.11422911969967885,0.9772857678990575,0.7928104285979938,0.9615693911120395
