训练集mae,测试集mae,整体mae,训练集mse,测试集mse,整体mse,训练集r2,测试集r2,整体r2
4.102116409124993,4.458082445984188,4.138522026531048,42.586705309457145,49.27423296779662,43.27065700178731,0.5467513336460066,0.4776200483527232,0.5410365996847563
3.9271758704658253,4.930784536420348,4.029817665847538,40.94042674132715,63.226221836874416,43.21965578518995,0.5390492183135749,0.5457973968465565,0.5415775596195401
4.064455275405336,4.4680694073470235,4.105733993444827,39.695592695326496,76.4816573423883,43.457803852412354,0.5734433988985491,0.27096943111440097,0.5390515696234468
4.061404506898541,4.510463795960833,4.107331025098094,43.05392574670216,44.05180275417736,43.155981349739406,0.5456540225816735,0.510606098961075,0.542252941909352
4.012463217924264,5.175698862631737,4.131430499769346,38.92076613146896,87.70575427382852,43.91013991875573,0.5660739696197106,0.3477952154827233,0.5342537293899231
4.073534538926937,4.266673105023903,4.093287346823218,42.87856107775107,51.340786667265434,43.744015967587764,0.5578711677802117,0.2715519314440876,0.5360157736662258
4.101921580698185,4.426562965850288,4.135123540543285,43.13300915988663,43.21537990577696,43.14143344071632,0.5390660543979627,0.5693686777132627,0.5424072487365499
3.9192016712243736,5.449204129040094,4.075679195319163,38.1855874531536,93.28575374030325,43.82083173252118,0.5729969813641667,0.31503148051013474,0.5352010038634423
4.100055819208557,4.955726291283901,4.187567572034445,43.16943089623412,48.04427304753668,43.66799429807188,0.5607790267279857,0.09633621455165342,0.5368221206541444
4.065082412442108,4.915598308046223,4.1520669926743485,38.78655359891619,85.90393830862799,43.60537703513671,0.5663546629905767,0.3709351034501873,0.5374862897217407
4.069212813913363,4.851066210194264,4.149175093078455,41.46373353019258,59.396666823222596,43.29778352607064,0.5712129608000153,0.1535311844321543,0.5407488739443476
4.052425323778171,4.233657375890832,4.0709604200169665,41.01320361218824,62.821993858145134,43.24364806916112,0.5688038023256781,0.27694525688182825,0.5413230781534445
4.046891427155144,5.136731866490848,4.158352381178113,42.16571697948045,56.41807139531565,43.62334413564542,0.5525222762234427,0.40147263625740714,0.537295716198835
4.207048089286573,3.5463839716985652,4.1394801681696185,45.21305478107404,22.349045788176316,42.87469022498222,0.5388870246823023,0.6270486222167471,0.5452365418831571
3.9894861491333025,4.507547051817826,4.042469650544219,42.95317216353843,43.284974465182195,42.98710648984291,0.5380397748481927,0.5848747170165621,0.5440441645367935
4.109185525851748,3.9097216223529196,4.088785808448458,43.31808037412578,40.40723179634681,43.02037995139838,0.5525110108183098,0.4271811879841969,0.543691239434336
3.967960602173634,4.722242104479695,4.045103028545845,41.95705815357091,55.894980604621296,43.382527495155614,0.539690108226967,0.5393863808396395,0.5398500112299256
4.002277555427503,4.707313494073637,4.07438350369813,42.498997739186414,53.00369769921089,43.57334205327982,0.5666037376818778,0.12199956852068916,0.537826078512132
3.727181658515823,7.033630071709641,4.065341155319736,33.33585035800613,141.60280173823378,44.40860674916577,0.5812834321848842,0.33573294335875403,0.5289665891595379
3.996670996125708,5.058487683599985,4.1052658846173955,42.00441764300458,52.08939938533236,43.03583623028811,0.5633470226596684,0.31596435514246224,0.5435272977055299
3.9525518527515837,4.8969207101944585,4.049135031353696,41.940433670909975,56.888714493011406,43.4692351186249,0.5683525718615212,0.15422891281818552,0.5389303204173024
4.1449092087486905,3.653518964197399,4.094653388283217,44.66788375841253,27.081553094404736,42.869281758684465,0.5466629897980013,0.506665099421641,0.545293908427936
4.043358113742259,4.312292758686263,4.070862793338804,43.669872958121914,36.37955327100474,42.924272081030374,0.5407750011924695,0.5675781397863136,0.5447106368282637
4.0981038394556855,4.635283105982784,4.153042628077776,43.56947777955702,41.59258152941474,43.36729520851974,0.5581587457555452,0.23091173852330038,0.5400115771166809
4.044425713825751,4.605450033028001,4.101803201016891,39.418096845730005,77.11610577740966,43.27357503192451,0.5649945888394508,0.3890424880717692,0.5410056487095045
3.9659136339128516,5.750560724738854,4.148434359110966,36.701575163395646,107.73162037317992,43.966011605305404,0.5847610391874645,0.24797351379896904,0.5336611093324295
4.119650862962911,3.988013890245622,4.106187990753188,44.120731151560165,32.95222052923711,42.97849711064077,0.5350474927696691,0.6272320793201198,0.5441354825390382
4.001080424911276,4.568829196953819,4.059145640233809,43.129102786296485,43.06587423203375,43.12263622961052,0.5086516530752911,0.709640215278017,0.5426066270802901
4.061388429687754,4.1752842515714015,4.073036866016763,42.517605359485124,48.156451376595285,43.09430552032594,0.5445700538114828,0.51665463117761,0.5429071253756141
4.071978911148826,4.060944372905972,4.070850378828534,43.6507267835967,37.20819378332939,42.99183136311481,0.515945250775415,0.7136025692503597,0.5439940487296117
