Seed,MAE,Param
164,-0.34053111300785244,"{'n_estimators': 33, 'max_depth': 5}"
165,-0.6539438801871751,"{'n_estimators': 46, 'max_depth': 7}"
166,-0.44605780956883323,"{'n_estimators': 46, 'max_depth': 23}"
167,-0.3053114268051945,"{'n_estimators': 76, 'max_depth': 6}"
168,-0.6168057692466669,"{'n_estimators': 10, 'max_depth': 18}"
169,-0.5977225030818348,"{'n_estimators': 73, 'max_depth': 19}"
170,-0.5732481765207431,"{'n_estimators': 88, 'max_depth': 17}"
171,-0.140604875785034,"{'n_estimators': 79, 'max_depth': 5}"
172,-0.4051875746104141,"{'n_estimators': 47, 'max_depth': 17}"
173,-0.3365309404024899,"{'n_estimators': 20, 'max_depth': 49}"
174,-0.5199806379309547,"{'n_estimators': 93, 'max_depth': 10}"
175,-0.7826413888268218,"{'n_estimators': 13, 'max_depth': 21}"
176,-0.7066216017204027,"{'n_estimators': 97, 'max_depth': 11}"
177,-0.2704806542089062,"{'n_estimators': 65, 'max_depth': 15}"
178,-0.5264957641979991,"{'n_estimators': 56, 'max_depth': 29}"
179,-0.51143441994327,"{'n_estimators': 5, 'max_depth': 16}"
180,-0.7174622806612838,"{'n_estimators': 96, 'max_depth': 23}"
181,-0.44437962092145855,"{'n_estimators': 17, 'max_depth': 16}"
182,-0.6398634628627506,"{'n_estimators': 10, 'max_depth': 41}"
183,-0.6974727489373623,"{'n_estimators': 92, 'max_depth': 13}"
184,-0.4737543083255735,"{'n_estimators': 5, 'max_depth': 7}"
185,-0.5232545988104311,"{'n_estimators': 79, 'max_depth': 14}"
186,-0.3691998793957588,"{'n_estimators': 88, 'max_depth': 8}"
187,-0.6548272157787847,"{'n_estimators': 37, 'max_depth': 13}"
188,-0.627639403403957,"{'n_estimators': 57, 'max_depth': 5}"
189,-0.45329158777509704,"{'n_estimators': 64, 'max_depth': 15}"
190,-0.7002219252868651,"{'n_estimators': 40, 'max_depth': 40}"
191,-0.679995197419287,"{'n_estimators': 15, 'max_depth': 22}"
192,-0.4944521261689995,"{'n_estimators': 99, 'max_depth': 5}"
193,0.0646685172839716,"{'n_estimators': 66, 'max_depth': 44}"
194,-0.5708152845428816,"{'n_estimators': 26, 'max_depth': 15}"
195,-0.3561868787856126,"{'n_estimators': 13, 'max_depth': 25}"
196,-0.6024634594228141,"{'n_estimators': 100, 'max_depth': 15}"
197,-0.48124728923018334,"{'n_estimators': 83, 'max_depth': 17}"
198,-0.6035330135408377,"{'n_estimators': 63, 'max_depth': 13}"
199,-0.7488775543015189,"{'n_estimators': 31, 'max_depth': 17}"
200,-0.17068889843090618,"{'n_estimators': 93, 'max_depth': 17}"
201,-0.7618229748843643,"{'n_estimators': 9, 'max_depth': 26}"
202,-0.5765556958988662,"{'n_estimators': 16, 'max_depth': 43}"
203,-0.7190741472128388,"{'n_estimators': 70, 'max_depth': 7}"
204,-0.5885236488958392,"{'n_estimators': 18, 'max_depth': 31}"
205,-0.47220234360749525,"{'n_estimators': 80, 'max_depth': 12}"
206,-0.5728671237129485,"{'n_estimators': 20, 'max_depth': 19}"
207,-0.484035227726364,"{'n_estimators': 14, 'max_depth': 16}"
208,-0.7789529443668477,"{'n_estimators': 12, 'max_depth': 6}"
209,-0.588077320084863,"{'n_estimators': 13, 'max_depth': 15}"
210,-0.44449416848774737,"{'n_estimators': 83, 'max_depth': 20}"
211,-0.4230563314828293,"{'n_estimators': 50, 'max_depth': 41}"
212,-0.6369119820734482,"{'n_estimators': 41, 'max_depth': 5}"
213,-0.7208425391111695,"{'n_estimators': 27, 'max_depth': 26}"
214,-0.22162816087900905,"{'n_estimators': 96, 'max_depth': 11}"
215,-0.5741578861925711,"{'n_estimators': 8, 'max_depth': 20}"
216,-0.5877988106829006,"{'n_estimators': 39, 'max_depth': 38}"
217,-0.21899274097639831,"{'n_estimators': 100, 'max_depth': 16}"
218,-0.6931378747036179,"{'n_estimators': 9, 'max_depth': 12}"
219,-0.4930969320399511,"{'n_estimators': 79, 'max_depth': 6}"
220,-0.7358936876989621,"{'n_estimators': 100, 'max_depth': 23}"
221,-0.4654089788151421,"{'n_estimators': 10, 'max_depth': 39}"
222,-0.6285099365894697,"{'n_estimators': 80, 'max_depth': 18}"
223,-0.5860721913879747,"{'n_estimators': 89, 'max_depth': 18}"
224,-0.5023254514638522,"{'n_estimators': 59, 'max_depth': 5}"
225,-0.38718585165292263,"{'n_estimators': 100, 'max_depth': 12}"
226,-0.5529975209077501,"{'n_estimators': 95, 'max_depth': 13}"
227,-0.49388970312506153,"{'n_estimators': 23, 'max_depth': 14}"
228,-0.5146720827182899,"{'n_estimators': 41, 'max_depth': 39}"
229,-0.641675340625907,"{'n_estimators': 79, 'max_depth': 14}"
230,-0.47885030629413994,"{'n_estimators': 89, 'max_depth': 16}"
231,-0.6521992612580179,"{'n_estimators': 78, 'max_depth': 14}"
232,-0.38098551472688436,"{'n_estimators': 65, 'max_depth': 22}"
233,-0.6346037949104207,"{'n_estimators': 61, 'max_depth': 35}"
234,-0.4310112558684298,"{'n_estimators': 46, 'max_depth': 13}"
235,-0.6327894397433471,"{'n_estimators': 83, 'max_depth': 11}"
236,-0.6308613433503988,"{'n_estimators': 83, 'max_depth': 8}"
237,-0.8239189743371844,"{'n_estimators': 39, 'max_depth': 6}"
238,-0.6943829956014657,"{'n_estimators': 22, 'max_depth': 20}"
239,-0.45432101546115455,"{'n_estimators': 89, 'max_depth': 39}"
240,-0.5536660211677475,"{'n_estimators': 43, 'max_depth': 34}"
241,-0.6312876451576057,"{'n_estimators': 35, 'max_depth': 26}"
242,-0.6141039154865915,"{'n_estimators': 15, 'max_depth': 27}"
