material_id,formula_pretty,band_gap,bulk_modulus,cbm,composition,density,density_atomic,dos_energy_down,dos_energy_up,e_electronic,e_ij_max,e_ionic,e_total,efermi,energy_above_hull,energy_per_atom,equilibrium_reaction_energy_per_atom,es_source_calc_id,formation_energy_per_atom,grain_boundaries,has_reconstructed,homogeneous_poisson,is_gap_direct,is_magnetic,is_metal,is_stable,n,nelements,nsites,num_magnetic_sites,num_unique_magnetic_sites,ordering,shape_factor,shear_modulus,surface_anisotropy,symmetry,task_ids,theoretical,total_magnetization,total_magnetization_normalized_formula_units,total_magnetization_normalized_vol,uncorrected_energy_per_atom,universal_anisotropy,vbm,volume,weighted_surface_energy,weighted_surface_energy_EV_PER_ANG2,weighted_work_function
mp-16511,Mn3Al10,0.0,,,Mn6 Al20,3.7865046731515264,14.6617722557113,,,,,,,7.89003889,0.009341258520708884,-5.23322407846154,,,-0.2377006802917794,,,,False,True,True,False,,2,26,6.0,1.0,FM,,,,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mmc' number=194 point_group='6/mmm' symprec=0.1 version='2.0.2',"[MPID(mp-1261052), MPID(mp-1766285), MPID(mp-1436805), MPID(mp-16511), MPID(mp-1258153), MPID(mp-940246), MPID(mp-1838883), MPID(mp-2690171), MPID(mp-940673), MPID(mp-1255357), MPID(mp-2174866), MPID(mp-925844), MPID(mp-1610043), MPID(mp-2036199), MPID(mp-2036111)]",False,10.5981184,5.2990592,0.027801546180936994,-8.810844757692307,,,381.2060786484938,,,
mp-16571,Ca7Ge6,0.0,,,Ca28 Ge24,3.5110095504168157,26.062785179092167,,,,,,,2.82587815,0.015158128653846248,-10.920357243653847,,,-0.7280555990384633,,,,False,False,True,False,,2,52,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='2.0.2',"[MPID(mp-940290), MPID(mp-1331843), MPID(mp-932034), MPID(mp-16571), MPID(mp-940922)]",False,0.0046761,0.001169025,3.4503219583814376e-06,-3.8495997140384617,,,1355.2648293127927,,,
mp-16610,Ge3Os2,0.7418000000000005,,6.6828,Ge24 Os16,12.870450274103266,15.440537751369979,,,23.126310040000003,,42.61966059333333,65.74597063333333,6.67857343,0.0,-29.60138010875,-0.008971247749993694,,-0.08410202074999802,,,,True,False,False,True,4.808982224961952,2,40,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pbcn' number=60 point_group='mmm' symprec=0.1 version='2.0.2',"[MPID(mp-1369911), MPID(mp-16610), MPID(mp-1140028), MPID(mp-742011), MPID(mp-730783), MPID(mp-1201083), MPID(mp-2034315), MPID(mp-1938044), MPID(mp-749780), MPID(mp-2034371)]",False,0.0,0.0,0.0,-29.60138010875,,5.941,617.6215100547992,,,
mp-16723,Y3Al2,0.0,"{'voigt': 59.535, 'reuss': 58.787, 'vrh': 59.161}",,Y12 Al8,4.089436990153181,26.04283722427249,,,,,,,4.10020951,0.0034791360000010485,-15.266651999499999,,,-0.38565209150000046,,,0.26,False,False,True,False,,2,20,0.0,0.0,NM,,"{'voigt': 34.93, 'reuss': 32.53, 'vrh': 33.73}",,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='P4_2/mnm' number=136 point_group='4/mmm' symprec=0.1 version='2.0.2',"[MPID(mp-2369653), MPID(mp-2048282), MPID(mp-2369776), MPID(mp-2677444), MPID(mp-2369582), MPID(mp-940969), MPID(mp-2369710), MPID(mp-932049), MPID(mp-1189734), MPID(mp-2369707), MPID(mp-2369586), MPID(mp-2512500), MPID(mp-2369736), MPID(mp-2369745), MPID(mp-1202526), MPID(mp-1433816), MPID(mp-16723), MPID(mp-2512510), MPID(mp-1671400), MPID(mp-2169969), MPID(mp-2020429), MPID(mp-1825088), MPID(mp-2369711), MPID(mp-1606610), MPID(mp-2686551), MPID(mp-2512507), MPID(mp-940823), MPID(mp-1178758)]",False,0.4523132,0.1130783,0.0008684023098267387,-15.266651999499999,0.382,,520.8567444854498,,,
mp-16724,Zr5Al3,0.0,,,Zr10 Al6,5.381920099318409,20.713257521636265,,,,,,,4.83426078,0.022739610249995934,-17.17902045,,,-0.43586363562500097,,,,False,True,True,False,,2,16,8.0,3.0,FM,,,,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4/mcm' number=140 point_group='4/mmm' symprec=0.1 version='2.0.2',"[MPID(mp-2689343), MPID(mp-940972), MPID(mp-1810458), MPID(mp-1417060), MPID(mp-2183290), MPID(mp-1189570), MPID(mp-1608447), MPID(mp-2041953), MPID(mp-1669245), MPID(mp-940826), MPID(mp-2041751), MPID(mp-16724), MPID(mp-932711)]",False,4.9371143,2.46855715,0.014897205011219512,-17.17902045,,,331.41212034618025,,,
mp-16756,Ta3Ga2,0.0,,,Ta6 Ga4,13.775691926637759,16.44880864046695,,,,,,,5.52293557,0.0,-34.088082189,-0.24877900308888456,,-0.3558721814000023,,,,False,False,True,True,,2,10,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='P4/mbm' number=127 point_group='4/mmm' symprec=0.1 version='2.0.2',"[MPID(mp-1592513), MPID(mp-1699707), MPID(mp-920408), MPID(mp-2120305), MPID(mp-921419), MPID(mp-1537733), MPID(mp-1882765), MPID(mp-906782), MPID(mp-2686936), MPID(mp-2027374), MPID(mp-16756), MPID(mp-2026908), MPID(mp-1427419)]",False,0.0,0.0,0.0,-34.088082189,,,164.4880864046695,,,
mp-16770,Ca2Ag7,0.0,,,Ca4 Ag14,7.517089826514076,20.50051168497526,,,,,,,3.25808198,0.0,-18.39494591111111,-0.03332669833333313,,-0.22075397611111056,,,,False,False,True,True,,2,18,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Cmcm' number=63 point_group='mmm' symprec=0.1 version='2.0.2',"[MPID(mp-921548), MPID(mp-2049635), MPID(mp-16770), MPID(mp-2139730), MPID(mp-1546338), MPID(mp-1420563), MPID(mp-2429545), MPID(mp-1837856), MPID(mp-1608635), MPID(mp-2050795), MPID(mp-906953), MPID(mp-920521), MPID(mp-1673834)]",False,0.0,0.0,0.0,-18.39494591111111,,,369.0092103295547,,,
mp-16775,CdCu2,0.0,"{'voigt': 100.945, 'reuss': 100.926, 'vrh': 100.935}",,Cd4 Cu8,9.244098394472147,14.340828461458242,,,,,,,5.14868391,0.012524586666666337,-13.92033531,,,0.012524586666664561,,,0.361,False,False,True,False,,2,12,0.0,0.0,NM,,"{'voigt': 31.454, 'reuss': 30.535, 'vrh': 30.995}",,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mmc' number=194 point_group='6/mmm' symprec=0.1 version='2.0.2',"[MPID(mp-1598237), MPID(mp-2488709), MPID(mp-2688433), MPID(mp-2704719), MPID(mp-2134625), MPID(mp-2275402), MPID(mp-1835776), MPID(mp-2704700), MPID(mp-2488687), MPID(mp-2275694), MPID(mp-2488779), MPID(mp-2723467), MPID(mp-928780), MPID(mp-2275162), MPID(mp-928279), MPID(mp-2488830), MPID(mp-2049908), MPID(mp-2488732), MPID(mp-2723313), MPID(mp-2049432), MPID(mp-2488814), MPID(mp-2704715), MPID(mp-16775), MPID(mp-2723449), MPID(mp-1426963), MPID(mp-2723369), MPID(mp-912197), MPID(mp-2488672), MPID(mp-2723328), MPID(mp-2723371), MPID(mp-2488791), MPID(mp-2723421), MPID(mp-1701283), MPID(mp-2723405)]",False,0.0,0.0,0.0,-13.92033531,0.151,,172.0899415374989,,,
mp-16842,Nb5Ge3,0.0,,,Nb10 Ge6,8.41809903728522,16.827404203818592,,,,,,,6.61947331,0.0033134656250002337,-8.52361581875,,,-0.4766647231250012,,,,False,False,True,False,,2,16,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4/mcm' number=140 point_group='4/mmm' symprec=0.1 version='2.0.2',"[MPID(mp-926792), MPID(mp-1924094), MPID(mp-1676230), MPID(mp-1603758), MPID(mp-2428441), MPID(mp-1189437), MPID(mp-926198), MPID(mp-2048227), MPID(mp-910353), MPID(mp-1544547), MPID(mp-16842), MPID(mp-1188222), MPID(mp-1381278), MPID(mp-2182536), MPID(mp-2020022)]",False,6e-07,3e-07,2.2285077095545274e-09,-21.18981235375,,,269.23846726109747,,,
mp-16852,Ga7Ni3,0.0,,,Ga14 Ni6,7.54170257283587,14.62312253350918,,,,,,,4.84692716,0.017288673499997742,-11.90500882,,,-0.3005505069999998,,,,False,False,True,False,,2,20,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Im-3m' number=229 point_group='m-3m' symprec=0.1 version='2.0.2',"[MPID(mp-1432987), MPID(mp-16852), MPID(mp-2048911), MPID(mp-1805922), MPID(mp-2021747), MPID(mp-913418), MPID(mp-1545754), MPID(mp-2169936), MPID(mp-1705746), MPID(mp-930344), MPID(mp-2689305), MPID(mp-929855), MPID(mp-1606546)]",False,1e-07,5e-08,3.4192423598601453e-10,-11.90500882,,,292.4624506701836,,,
mp-16860,Mg13Ir3,0.0,"{'voigt': 60.243, 'reuss': 60.236, 'vrh': 60.24}",,Mg26 Ir6,4.786373294578118,19.354734371001356,,,,,,,4.21988707,0.015399822382246686,-3.2135673840625003,,,-0.2316040881250001,,,0.305,False,False,True,False,,2,32,0.0,0.0,NM,,"{'voigt': 27.227, 'reuss': 26.799, 'vrh': 27.013}",,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='R-3c' number=167 point_group='-3m' symprec=0.1 version='2.0.2',"[MPID(mp-16860), MPID(mp-912952), MPID(mp-2662510), MPID(mp-2662309), MPID(mp-2416582), MPID(mp-2662423), MPID(mp-2400472), MPID(mp-2662457), MPID(mp-2662296), MPID(mp-2662456), MPID(mp-2662541), MPID(mp-2662301), MPID(mp-2662406), MPID(mp-2662507), MPID(mp-2023009), MPID(mp-2662319), MPID(mp-2021197), MPID(mp-2416618), MPID(mp-2662282), MPID(mp-1880067), MPID(mp-2416518), MPID(mp-2416546), MPID(mp-2416506), MPID(mp-1387621), MPID(mp-2632318), MPID(mp-929234), MPID(mp-2503664), MPID(mp-2662522), MPID(mp-2662394), MPID(mp-2662338), MPID(mp-2632206), MPID(mp-2416637), MPID(mp-2416613), MPID(mp-929636), MPID(mp-2662279)]",False,1.52e-05,7.6e-06,2.4541798967371978e-08,-13.47123820625,0.08,,619.3514998720434,,,
mp-16886,CdAu,0.0,"{'voigt': 89.483, 'reuss': 97.779, 'vrh': 93.631}",,Cd9 Au9,13.560121281052838,18.942807700844902,,,,,,,3.93075192,0.0,-35.555975950555556,-0.02624050972222136,,-0.21100203055554959,,,0.371,False,False,True,True,,2,18,0.0,0.0,NM,,"{'voigt': 14.968, 'reuss': 37.952, 'vrh': 26.46}",,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='P31m' number=157 point_group='3m' symprec=0.1 version='2.0.2',"[MPID(mp-2723320), MPID(mp-2719264), MPID(mp-2723461), MPID(mp-16886), MPID(mp-2719078), MPID(mp-1607967), MPID(mp-1504293), MPID(mp-1115877), MPID(mp-2470888), MPID(mp-2719073), MPID(mp-991651), MPID(mp-1708169), MPID(mp-1544479), MPID(mp-2704682), MPID(mp-2471023), MPID(mp-2719077), MPID(mp-2488754), MPID(mp-2488756), MPID(mp-994926), MPID(mp-1839034), MPID(mp-2719062), MPID(mp-2471027), MPID(mp-2719198), MPID(mp-2488656), MPID(mp-993574), MPID(mp-2719169), MPID(mp-2435680), MPID(mp-2719241), MPID(mp-2723424), MPID(mp-2141246), MPID(mp-2719060), MPID(mp-2719136), MPID(mp-2021689), MPID(mp-2048893), MPID(mp-2488800)]",False,0.0,0.0,0.0,-35.555975950555556,-3.113,,340.9705386152082,,,
mp-16897,Sr2Sb3,0.13230000000000075,,4.7365,Sr16 Sb24,5.298737190736542,33.87805599597472,,,,,,,4.71450855,0.0,-4.06810163575,-0.023423438749999193,,-0.9137296557499994,,,,False,False,False,True,,2,40,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='P2_1/c' number=14 point_group='2/m' symprec=0.1 version='2.0.2',"[MPID(mp-1358874), MPID(mp-932316), MPID(mp-16897), MPID(mp-931337), MPID(mp-2036872), MPID(mp-915712), MPID(mp-1545048), MPID(mp-2035574)]",False,0.0,0.0,0.0,-22.4192218635,,4.6042,1355.1222398389887,,,
mp-17013,Ta5Ge3,0.0,,,Ta10 Ge6,13.74287121541078,16.956243740529672,,,,,,,7.09018004,0.08764508249999636,-35.8941763225,,,-0.3222892845833343,,,,False,False,True,False,,2,16,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mcm' number=193 point_group='6/mmm' symprec=0.1 version='2.0.2',"[MPID(mp-1669447), MPID(mp-17013), MPID(mp-996570), MPID(mp-2688198), MPID(mp-2181941), MPID(mp-1423253), MPID(mp-1598765)]",False,0.0788734,0.0394367,0.0002907240291797086,-9.41979662125,,,271.29989984847475,,,
mp-17045,Hf3Rh5,0.0,"{'voigt': 192.889, 'reuss': 192.717, 'vrh': 192.803}",,Hf6 Rh10,13.57542836330545,16.054390899509315,,,,,,,6.19853139,0.0,-32.993602245,-0.12695646875000222,,-0.976678579999998,,,0.345,False,False,True,True,,2,16,0.0,0.0,NM,,"{'voigt': 68.895, 'reuss': 64.586, 'vrh': 66.741}",,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pbam' number=55 point_group='mmm' symprec=0.1 version='2.0.2',"[MPID(mp-2324050), MPID(mp-2473214), MPID(mp-2181591), MPID(mp-934983), MPID(mp-1436617), MPID(mp-2020986), MPID(mp-2473287), MPID(mp-2473296), MPID(mp-2660902), MPID(mp-2473268), MPID(mp-1603084), MPID(mp-2660997), MPID(mp-2473470), MPID(mp-1776688), MPID(mp-2473411), MPID(mp-2473480), MPID(mp-2473329), MPID(mp-17045), MPID(mp-1705300), MPID(mp-2473366), MPID(mp-2473338), MPID(mp-2473478), MPID(mp-2702393), MPID(mp-941702), MPID(mp-2020537), MPID(mp-2473468), MPID(mp-2473416), MPID(mp-2473327), MPID(mp-2473493), MPID(mp-1545969), MPID(mp-2473212), MPID(mp-941899)]",False,0.0,0.0,0.0,-32.993602245,0.334,,256.87025439214904,,,
mp-17094,Ge3Mo5,0.0,,,Ge6 Mo10,9.6247215124204,15.044919249697,,,,,,,9.06297523,0.04250976249999994,-21.608186589375,,,-0.11120784687499707,,,,False,False,True,False,,2,16,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4/mcm' number=140 point_group='4/mmm' symprec=0.1 version='2.0.2',"[MPID(mp-2044999), MPID(mp-17094), MPID(mp-1604492), MPID(mp-2447373), MPID(mp-1777897), MPID(mp-1671752), MPID(mp-1105865), MPID(mp-996590), MPID(mp-2182096), MPID(mp-2042832), MPID(mp-1431705)]",False,4e-07,2e-07,1.661690540512771e-09,-21.608186589375,,,240.718707995152,,,
mp-17118,Y3Ge5,0.0,,,Y6 Ge10,6.078185515880337,21.51140948600309,,,,,,,5.46811099,0.0,-17.062905376875,-0.014445254374997774,,-0.7753190293750052,,,,False,False,True,True,,2,16,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Fdd2' number=43 point_group='mm2' symprec=0.1 version='2.0.2',"[MPID(mp-1435811), MPID(mp-2021233), MPID(mp-940277), MPID(mp-17118), MPID(mp-940700), MPID(mp-1709395), MPID(mp-2022595), MPID(mp-932274), MPID(mp-1545254), MPID(mp-2598986), MPID(mp-1637802), MPID(mp-1115885), MPID(mp-1840987), MPID(mp-2162501)]",False,6e-07,3e-07,1.7432609436587717e-09,-17.062905376875,,,344.1825517760494,,,
mp-17190,Sc5Ge3,0.0,,,Sc10 Ge6,4.551170037485688,20.190410050926996,,,,,,,5.17112813,0.0,-13.235313284375,-0.13421035390624958,,-0.9092670950000006,,,,False,False,True,True,,2,16,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mcm' number=193 point_group='6/mmm' symprec=0.1 version='2.0.2',"[MPID(mp-2182992), MPID(mp-17190), MPID(mp-1705216), MPID(mp-2434680), MPID(mp-927333), MPID(mp-2021341), MPID(mp-911324), MPID(mp-2020461), MPID(mp-1544324), MPID(mp-1428123), MPID(mp-1809831), MPID(mp-927798), MPID(mp-1597354)]",False,2.97e-05,1.485e-05,9.193721154339679e-08,-13.235313284375,,,323.04656081483193,,,
mp-17332,Sc5Ga3,0.0,,,Sc10 Ga6,4.27261705268532,21.081591442940322,,,,,,,3.608329,0.016303211562499698,-11.996099095,,,-0.5810035168749987,,,,False,False,True,False,,2,16,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mcm' number=193 point_group='6/mmm' symprec=0.1 version='2.0.2',"[MPID(mp-2023042), MPID(mp-918562), MPID(mp-2048276), MPID(mp-919570), MPID(mp-2177995), MPID(mp-1841253), MPID(mp-17332), MPID(mp-1598426), MPID(mp-2428715), MPID(mp-1669277), MPID(mp-905358), MPID(mp-1415953)]",False,5.45e-05,2.725e-05,1.6157461400480108e-07,-11.996099095,,,337.30546308704515,,,
mp-17381,Y3Ge4,0.0,,,Y6 Ge8,5.973361327935154,22.13114172145964,,,,,,,5.17782475,0.0,-17.502243342857145,-0.008245277142858498,,-0.869570028571431,,,,False,False,True,True,,2,14,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Cmcm' number=63 point_group='mmm' symprec=0.1 version='2.0.2',"[MPID(mp-2023127), MPID(mp-926868), MPID(mp-2048746), MPID(mp-1812315), MPID(mp-2182551), MPID(mp-926325), MPID(mp-1381264), MPID(mp-1604433), MPID(mp-17381), MPID(mp-2693175), MPID(mp-910563), MPID(mp-1676998), MPID(mp-1545787)]",False,0.0,0.0,0.0,-17.502243342857145,,,309.835984100435,,,
mp-17383,Ni2Ge,0.0,"{'voigt': 174.368, 'reuss': 167.275, 'vrh': 170.822}",,Ni8 Ge4,9.108444644890602,11.547779282602013,,,,,,,8.97771088,0.004732982500000205,-12.8715927975,,,-0.2597888308333343,,,0.383,False,False,True,False,,2,12,0.0,0.0,NM,,"{'voigt': 44.439, 'reuss': 42.369, 'vrh': 43.404}",,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='2.0.2',"[MPID(mp-1696345), MPID(mp-2178128), MPID(mp-2025728), MPID(mp-2374341), MPID(mp-2374232), MPID(mp-2391741), MPID(mp-2374367), MPID(mp-2391497), MPID(mp-17383), MPID(mp-2019589), MPID(mp-2374129), MPID(mp-2391865), MPID(mp-2391617), MPID(mp-1778510), MPID(mp-2428742), MPID(mp-996513), MPID(mp-2391621), MPID(mp-2374172), MPID(mp-2391485), MPID(mp-1597325), MPID(mp-2391673), MPID(mp-2391771), MPID(mp-2391523), MPID(mp-2391713), MPID(mp-1417427), MPID(mp-2391668), MPID(mp-2391710), MPID(mp-2374189), MPID(mp-2391489)]",False,1e-07,2.5e-08,7.216394710529675e-10,-12.8715927975,0.287,,138.57335139122415,,,
mp-17413,Ti3Rh5,0.0,"{'voigt': 204.706, 'reuss': 204.531, 'vrh': 204.618}",,Ti6 Rh10,9.480007736554613,14.40990497400743,,,,,,,6.87810804,0.0,-8.339382123749992,-0.09621539999999129,,-0.7758801987499915,,,0.344,False,False,True,True,,2,16,0.0,0.0,NM,,"{'voigt': 75.15, 'reuss': 67.635, 'vrh': 71.393}",,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pbam' number=55 point_group='mmm' symprec=0.1 version='2.0.2',"[MPID(mp-2025761), MPID(mp-2515020), MPID(mp-2693260), MPID(mp-2623049), MPID(mp-2381657), MPID(mp-1419331), MPID(mp-2026965), MPID(mp-2623105), MPID(mp-2678161), MPID(mp-2678305), MPID(mp-2623120), MPID(mp-1775209), MPID(mp-2623206), MPID(mp-2680744), MPID(mp-17413), MPID(mp-2680722), MPID(mp-1604347), MPID(mp-2678256), MPID(mp-943417), MPID(mp-933216), MPID(mp-2680718), MPID(mp-2623070), MPID(mp-2381651), MPID(mp-2381647), MPID(mp-2623117), MPID(mp-2678138), MPID(mp-2680877), MPID(mp-1672881), MPID(mp-943550), MPID(mp-2178652), MPID(mp-2381685)]",False,1e-07,5e-08,4.3372943897088444e-10,-20.768116515,0.556,,230.55847958411888,,,
mp-17466,Hf5Sb3,0.0,,,Hf20 Sb12,11.953270357372661,21.84035976968685,,,,,,,7.44523942,0.0,-38.3824918859375,-0.002285588749998624,,-0.5229888684374941,,,,False,False,True,True,,2,32,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='2.0.2',"[MPID(mp-2048880), MPID(mp-1884207), MPID(mp-910217), MPID(mp-926228), MPID(mp-925757), MPID(mp-1383450), MPID(mp-17466), MPID(mp-2022216), MPID(mp-1736649), MPID(mp-1545571)]",False,1e-07,2.5e-08,1.4308372357205024e-10,-38.3824918859375,,,698.8915126299792,,,
mp-17564,Ca5Sb3,0.0,,4.5415,Ca20 Sb12,3.749521155235865,31.314569744857653,,,,,,,4.45780471,0.0,-3.8598186356250004,-0.08578303194444459,,-1.0579432456250002,,,,False,False,True,True,,2,32,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='2.0.2',"[MPID(mp-932482), MPID(mp-2022624), MPID(mp-1545277), MPID(mp-2047951), MPID(mp-1377507), MPID(mp-915908), MPID(mp-1849828), MPID(mp-17564), MPID(mp-1683304), MPID(mp-931435)]",False,4.0,1.0,0.0039917521147014,-15.214682585625,,4.5415,1002.0662318354449,,,
mp-17593,Ta5Ge3,0.0,,,Ta10 Ge6,14.096300589278743,16.531108466887314,,,,,,,7.33310116,0.0,-35.981821405,-0.14409532942708836,,-0.40993436708333064,,,,False,False,True,True,,2,16,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4/mcm' number=140 point_group='4/mmm' symprec=0.1 version='2.0.2',"[MPID(mp-910368), MPID(mp-1105424), MPID(mp-1504158), MPID(mp-2183525), MPID(mp-1597294), MPID(mp-2340238), MPID(mp-1707612), MPID(mp-2049971), MPID(mp-926783), MPID(mp-17593), MPID(mp-1546468), MPID(mp-2026212), MPID(mp-926197)]",False,1.8e-06,9e-07,6.805351270021817e-09,-35.981821405,,,264.49773547019703,,,
mp-17615,Ta5Ge3,0.0,,,Ta10 Ge6,14.12437911295891,16.498245491684315,,,,,,,7.19884926,0.023934453125001198,-35.957886951875,,,-0.38599991395832944,,,,False,False,True,False,,2,16,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4/mcm' number=140 point_group='4/mmm' symprec=0.1 version='2.0.2',"[MPID(mp-2021620), MPID(mp-910380), MPID(mp-1925729), MPID(mp-926791), MPID(mp-2689334), MPID(mp-1669308), MPID(mp-1603781), MPID(mp-2019960), MPID(mp-17615), MPID(mp-1545795), MPID(mp-2178668), MPID(mp-1433329), MPID(mp-926217)]",False,3e-07,1.5e-07,1.1364844831197744e-09,-35.957886951875,,,263.97192786694904,,,
mp-17639,Y2Zn17,0.0,"{'voigt': 80.605, 'reuss': 80.599, 'vrh': 80.602}",,Y2 Zn17,7.282830923147515,15.477676149144756,,,,,,,3.12427632,0.0,-10.38529181736842,-0.029050989473679678,,-0.2743735960526318,,,0.237,False,False,True,True,,2,19,0.0,0.0,NM,,"{'voigt': 51.72, 'reuss': 51.306, 'vrh': 51.513}",,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='R-3m' number=166 point_group='-3m' symprec=0.1 version='2.0.2',"[MPID(mp-2628457), MPID(mp-2512508), MPID(mp-2389954), MPID(mp-2047735), MPID(mp-2390033), MPID(mp-2628380), MPID(mp-1545745), MPID(mp-2628395), MPID(mp-2436653), MPID(mp-2390024), MPID(mp-1670594), MPID(mp-2390025), MPID(mp-1607545), MPID(mp-2369555), MPID(mp-2628392), MPID(mp-1806332), MPID(mp-2628593), MPID(mp-2620470), MPID(mp-2628516), MPID(mp-934985), MPID(mp-2512080), MPID(mp-1422355), MPID(mp-2369623), MPID(mp-2512496), MPID(mp-941704), MPID(mp-2628524), MPID(mp-2389944), MPID(mp-2389952), MPID(mp-2628513), MPID(mp-2171540), MPID(mp-17639), MPID(mp-941854), MPID(mp-2048876), MPID(mp-2369713)]",False,0.0,0.0,0.0,-10.38529181736842,0.04,,294.07584683375035,,,
mp-17659,Mg23Al30,0.0,,,Mg23 Al30,2.2202907639275695,19.31060367290828,,,,,,,5.64458623,0.0007062855660371348,-2.8378667766037737,,,-0.01016705500000008,,,,False,False,True,False,,2,53,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='R-3' number=148 point_group='-3' symprec=0.1 version='2.0.2',"[MPID(mp-940247), MPID(mp-17659), MPID(mp-2662275), MPID(mp-1846475), MPID(mp-1253002), MPID(mp-1266706), MPID(mp-940677), MPID(mp-2662260), MPID(mp-1268069), MPID(mp-925839), MPID(mp-1358166)]",False,0.002781,0.002781,2.717247943254227e-06,-2.8378667766037737,,,1023.4619946641388,,,
mp-17682,Zr2Fe,0.0,,,Zr16 Fe8,7.047101614957274,18.716670456284355,,,,,,,4.62640326,0.06347475358333554,-8.602043497083333,,,-0.08023600708333234,,,,False,True,True,False,,2,24,8.0,1.0,FM,,,,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fd-3m' number=227 point_group='m-3m' symprec=0.1 version='2.0.2',"[MPID(mp-1818043), MPID(mp-941312), MPID(mp-1191786), MPID(mp-1609679), MPID(mp-1426869), MPID(mp-2173451), MPID(mp-941630), MPID(mp-1766990), MPID(mp-17682), MPID(mp-934875)]",False,3.1825865,0.3978233125,0.007085008583287239,-8.602043497083333,,,449.2000909508245,,,
mp-17695,Sc5Sn3,0.0,"{'voigt': 73.012, 'reuss': 71.537, 'vrh': 72.275}",,Sc10 Sn6,5.130054601694165,23.50420934659391,,,,,,,5.98101057,0.0,-17.150767485625,-0.10795986520833267,,-0.7468939712499996,,,0.21,False,False,True,True,,2,16,0.0,0.0,NM,,"{'voigt': 52.194, 'reuss': 51.862, 'vrh': 52.028}",,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mcm' number=193 point_group='6/mmm' symprec=0.1 version='2.0.2',"[MPID(mp-2384060), MPID(mp-2625901), MPID(mp-1705206), MPID(mp-2384189), MPID(mp-2384111), MPID(mp-2384081), MPID(mp-911746), MPID(mp-928466), MPID(mp-1604446), MPID(mp-1842903), MPID(mp-2384093), MPID(mp-2384033), MPID(mp-2020510), MPID(mp-927619), MPID(mp-2526612), MPID(mp-2384218), MPID(mp-1544903), MPID(mp-2384257), MPID(mp-2182709), MPID(mp-2625925), MPID(mp-2384091), MPID(mp-17695), MPID(mp-2384214), MPID(mp-2384082), MPID(mp-2625949), MPID(mp-2383987), MPID(mp-2384256), MPID(mp-2384156), MPID(mp-1413364), MPID(mp-2384097), MPID(mp-2048722), MPID(mp-2599784)]",False,1.93e-05,9.65e-06,5.1320594631054994e-08,-17.150767485625,0.053,,376.06734954550257,,,
