material_id,formula_pretty,band_gap,bulk_modulus,cbm,composition,density,density_atomic,dos_energy_down,dos_energy_up,e_electronic,e_ij_max,e_ionic,e_total,efermi,energy_above_hull,energy_per_atom,equilibrium_reaction_energy_per_atom,es_source_calc_id,formation_energy_per_atom,grain_boundaries,has_reconstructed,homogeneous_poisson,is_gap_direct,is_magnetic,is_metal,is_stable,n,nelements,nsites,num_magnetic_sites,num_unique_magnetic_sites,ordering,shape_factor,shear_modulus,surface_anisotropy,symmetry,task_ids,theoretical,total_magnetization,total_magnetization_normalized_formula_units,total_magnetization_normalized_vol,uncorrected_energy_per_atom,universal_anisotropy,vbm,volume,weighted_surface_energy,weighted_surface_energy_EV_PER_ANG2,weighted_work_function
mp-16526,AlPt2,0.0,"{'voigt': 204.248, 'reuss': 203.66, 'vrh': 203.954}",,Al4 Pt8,15.807795865163374,14.606571579575188,,,,,,,8.05468591,0.0022047591666662925,-37.49082489,,,-0.921647513333331,,,0.365,False,False,True,False,,2,12,0.0,0.0,NM,,"{'voigt': 61.567, 'reuss': 59.087, 'vrh': 60.327}",,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='2.0.2',"[MPID(mp-2726937), MPID(mp-1254889), MPID(mp-1602006), MPID(mp-16526), MPID(mp-1537010), MPID(mp-927984), MPID(mp-2727066), MPID(mp-2270652), MPID(mp-2411429), MPID(mp-1833976), MPID(mp-911611), MPID(mp-2141994), MPID(mp-1267191), MPID(mp-2411551), MPID(mp-2726919), MPID(mp-2709852), MPID(mp-1699342), MPID(mp-2473592), MPID(mp-2411472), MPID(mp-2727029), MPID(mp-2049737), MPID(mp-2655549), MPID(mp-1102829), MPID(mp-2322144), MPID(mp-2726931), MPID(mp-1253831), MPID(mp-2726997), MPID(mp-2709839), MPID(mp-2411491), MPID(mp-1254105), MPID(mp-1256690), MPID(mp-2411469), MPID(mp-2411482), MPID(mp-1252079), MPID(mp-2655541), MPID(mp-1435666), MPID(mp-2727039), MPID(mp-2411502), MPID(mp-2049541), MPID(mp-2278202), MPID(mp-2275583), MPID(mp-927511)]",False,0.0,0.0,0.0,-37.49082489,0.213,,175.27885895490226,,,
mp-16528,Al6Re,0.0,"{'voigt': 112.855, 'reuss': 112.499, 'vrh': 112.677}",,Al12 Re2,5.16602306215944,15.984315333174054,,,,,,,7.7877043,0.00833126496138803,-13.487699379285715,,,-0.23009870964285792,,,0.236,False,False,True,False,,2,14,0.0,0.0,NM,,"{'voigt': 73.664, 'reuss': 71.066, 'vrh': 72.365}",,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Cmcm' number=63 point_group='mmm' symprec=0.1 version='2.0.2',"[MPID(mp-1256960), MPID(mp-2719704), MPID(mp-932080), MPID(mp-1103935), MPID(mp-2411441), MPID(mp-16528), MPID(mp-2411476), MPID(mp-2419163), MPID(mp-2727072), MPID(mp-1669792), MPID(mp-2503835), MPID(mp-2446522), MPID(mp-2411431), MPID(mp-2419167), MPID(mp-2655546), MPID(mp-1258351), MPID(mp-1475634), MPID(mp-1602944), MPID(mp-2417163), MPID(mp-2726907), MPID(mp-2419188), MPID(mp-940686), MPID(mp-2709862), MPID(mp-2418931), MPID(mp-1259216), MPID(mp-940260), MPID(mp-2048103), MPID(mp-2182886), MPID(mp-2503903), MPID(mp-2411514), MPID(mp-2473630), MPID(mp-2047933), MPID(mp-2411533), MPID(mp-2419871), MPID(mp-1879224)]",False,3.2e-05,1.6e-05,1.429973219416214e-07,-13.487699379285715,0.186,,223.78041466443676,,,
mp-16529,Al6Ru,0.0,"{'voigt': 112.596, 'reuss': 111.172, 'vrh': 111.884}",,Al12 Ru2,4.028992622747918,15.482568397921744,,,,,,,8.16752294,0.0,-9.755627120714285,-0.0004719942857143167,,-0.3531806528571439,,,0.23,False,False,True,True,,2,14,0.0,0.0,NM,,"{'voigt': 41.016, 'reuss': 106.243, 'vrh': 73.629}",,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Cmcm' number=63 point_group='mmm' symprec=0.1 version='2.0.2',"[MPID(mp-932079), MPID(mp-2411505), MPID(mp-1264756), MPID(mp-2024804), MPID(mp-2411550), MPID(mp-2719732), MPID(mp-2419140), MPID(mp-2726928), MPID(mp-16529), MPID(mp-2418918), MPID(mp-2178244), MPID(mp-2709848), MPID(mp-1676538), MPID(mp-940261), MPID(mp-2726905), MPID(mp-2411556), MPID(mp-2624064), MPID(mp-1929124), MPID(mp-2411504), MPID(mp-1256174), MPID(mp-2028333), MPID(mp-2709850), MPID(mp-2322174), MPID(mp-2727004), MPID(mp-2655494), MPID(mp-2419000), MPID(mp-1525684), MPID(mp-1603342), MPID(mp-2719673), MPID(mp-2655465), MPID(mp-2727025), MPID(mp-1258223), MPID(mp-2726959), MPID(mp-1382639), MPID(mp-940680)]",False,2e-07,1e-07,9.22696668831244e-10,-9.755627120714285,-3.057,,216.75595757090443,,,
mp-16722,Al10V,0.0,,,Al40 V4,2.89899273881636,16.702645870824764,,,,,,,7.21364171,0.023455367500000435,-7.502556847954546,,,-0.1015969361363641,,,,False,False,True,False,,2,44,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fd-3m' number=227 point_group='m-3m' symprec=0.1 version='2.0.2',"[MPID(mp-1344703), MPID(mp-2036417), MPID(mp-940827), MPID(mp-932712), MPID(mp-16722), MPID(mp-940973), MPID(mp-2034355), MPID(mp-1936498)]",False,0.0002333,5.8325e-05,3.1745106543475467e-07,-7.502556847954546,,,734.9164183162897,,,
mp-16922,Ba2Sb3,0.2850999999999999,,4.2721,Ba16 Sb24,5.499076645824872,38.647775817142005,,,,,,,4.02486486,0.0,-4.207347111249999,-0.026003082138889688,,-0.9623563912499982,,,,False,False,False,True,,2,40,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='P2_1/c' number=14 point_group='2/m' symprec=0.1 version='2.0.2',"[MPID(mp-2035176), MPID(mp-1545174), MPID(mp-932401), MPID(mp-1356034), MPID(mp-931436), MPID(mp-2036543), MPID(mp-16922), MPID(mp-915914)]",False,0.0,0.0,0.0,-27.016944462999998,,3.987,1545.91103268568,,,
mp-16960,AlPt2,0.0,"{'voigt': 205.103, 'reuss': 204.998, 'vrh': 205.051}",,Al8 Pt16,15.784602326908336,14.628034146049119,,,,,,,8.2282758,0.0,-37.493029649166665,-0.019945994374999998,,-0.9238522724999996,,,0.32,False,False,True,True,,2,24,0.0,0.0,NM,,"{'voigt': 86.471, 'reuss': 81.476, 'vrh': 83.974}",,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pmma' number=51 point_group='mmm' symprec=0.1 version='2.0.2',"[MPID(mp-2419076), MPID(mp-2419946), MPID(mp-2419178), MPID(mp-2419921), MPID(mp-2418987), MPID(mp-1687500), MPID(mp-907817), MPID(mp-1840839), MPID(mp-2690786), MPID(mp-2418969), MPID(mp-2503892), MPID(mp-2419849), MPID(mp-2023600), MPID(mp-2418907), MPID(mp-2419134), MPID(mp-2419061), MPID(mp-2419916), MPID(mp-1418266), MPID(mp-2418999), MPID(mp-16960), MPID(mp-2418923), MPID(mp-2417264), MPID(mp-1612681), MPID(mp-2019224), MPID(mp-2419021), MPID(mp-2418963), MPID(mp-2169834), MPID(mp-2417159), MPID(mp-922376), MPID(mp-923158), MPID(mp-2503898), MPID(mp-1543800)]",False,0.0,0.0,0.0,-37.493029649166665,0.307,,351.07281950517887,,,
mp-17325,Ba5Sn3,0.0,,,Ba10 Sn6,4.857812452104312,44.555858137160925,,,,,,,3.19572742,0.011261958125002636,-3.3232073799999995,,,-0.620258596874999,,,,False,False,True,False,,2,16,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4/mcm' number=140 point_group='4/mmm' symprec=0.1 version='2.0.2',"[MPID(mp-17325), MPID(mp-1884139), MPID(mp-1424070), MPID(mp-909440), MPID(mp-2437885), MPID(mp-924473), MPID(mp-1612583), MPID(mp-925179), MPID(mp-2051169), MPID(mp-1763709), MPID(mp-2050945), MPID(mp-2173308)]",False,0.2135515,0.10677575,0.00029955586780334564,-26.55491289875,,,712.8937301945748,,,
mp-17399,Ba5Sb4,0.4347000000000003,,3.6101,Ba20 Sb16,5.152783630340577,42.02546577642385,,,,,,,,1.4264166663835454e-05,-4.038937370277773,,,-1.1377285191666613,,,,False,False,False,False,,2,36,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='2.0.2',"[MPID(mp-2759513), MPID(mp-1369803), MPID(mp-17399), MPID(mp-2754160), MPID(mp-2759208), MPID(mp-1182408), MPID(mp-997760), MPID(mp-1543779)]",False,0.0,0.0,0.0,-27.3853504575,,3.1754,1512.9167679512586,,,
mp-17880,Al13Ru4,0.0,,,Al39 Ru12,4.809747119812436,15.333732897002594,,,,,,,8.04999203,0.0,-11.711250700588234,-0.020084224632352488,,-0.5809319082352944,,,,False,False,True,True,,2,51,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='C2/m' number=12 point_group='2/m' symprec=0.1 version='2.0.2',"[MPID(mp-1008063), MPID(mp-1895326), MPID(mp-1001557), MPID(mp-1266503), MPID(mp-17880), MPID(mp-2041764), MPID(mp-1266017), MPID(mp-1545143), MPID(mp-2040929), MPID(mp-1012393), MPID(mp-1254539), MPID(mp-1203381), MPID(mp-1345087)]",False,1e-07,3.3333333333333334e-08,1.278739056494704e-10,-11.711250700588234,,,782.0203777471323,,,
mp-18636,Ba3Sn5,0.0,,,Ba6 Sn10,5.810941386958318,35.91766370085874,,,,,,,4.85235224,0.0,-3.8515435087500016,-0.012058605625002272,,-0.6259454968750013,,,,False,False,True,True,,2,16,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Cmcm' number=63 point_group='mmm' symprec=0.1 version='2.0.2',"[MPID(mp-2048448), MPID(mp-1605493), MPID(mp-1871941), MPID(mp-1670711), MPID(mp-940320), MPID(mp-1545744), MPID(mp-1417052), MPID(mp-18636), MPID(mp-2685970), MPID(mp-2169955), MPID(mp-2022121), MPID(mp-932042), MPID(mp-940755)]",False,0.0,0.0,0.0,-26.0845464825,,,574.6826192137398,,,
mp-19954,Al8Cr5,0.0,,,Al16 Cr10,4.232632902033681,14.359837490327283,,,,,,,7.53295294,0.08061745315384528,-9.988170758384616,,,-0.047901636076923854,,,,False,True,True,False,,2,26,10.0,4.0,FiM,,,,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='R3m' number=160 point_group='3m' symprec=0.1 version='2.0.2',"[MPID(mp-933456), MPID(mp-1258806), MPID(mp-1382170), MPID(mp-1630429), MPID(mp-931657), MPID(mp-1256199), MPID(mp-1675470), MPID(mp-2325747), MPID(mp-916307), MPID(mp-1837469), MPID(mp-2174533), MPID(mp-1257618), MPID(mp-19954)]",False,6.6707767,3.33538835,0.01786707786827029,-6.071753952692308,,,373.35577474850936,,,
mp-20034,CaPb,0.0,"{'voigt': 34.318, 'reuss': 34.016, 'vrh': 34.167}",,Ca2 Pb2,6.975407029671377,29.43303362542698,,,,,,,5.50226706,0.0,-3.380005705,-0.07418559100000044,,-0.5208822299999984,,,0.268,False,False,True,True,,2,4,0.0,0.0,NM,,"{'voigt': 19.189, 'reuss': 18.389, 'vrh': 18.789}",,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='P4/mmm' number=123 point_group='4/mmm' symprec=0.1 version='2.0.2',"[MPID(mp-1948139), MPID(mp-2829454), MPID(mp-2190882), MPID(mp-2786748), MPID(mp-1945508), MPID(mp-1060003), MPID(mp-1927540), MPID(mp-928750), MPID(mp-2827771), MPID(mp-2783079), MPID(mp-928222), MPID(mp-1589540), MPID(mp-2782975), MPID(mp-1439595), MPID(mp-2786669), MPID(mp-2783021), MPID(mp-2295797), MPID(mp-1059942), MPID(mp-20034), MPID(mp-2790284), MPID(mp-2827751), MPID(mp-2295270), MPID(mp-2694453), MPID(mp-2786676), MPID(mp-2783107), MPID(mp-1059970), MPID(mp-2290253), MPID(mp-1060023), MPID(mp-2782937), MPID(mp-2783166), MPID(mp-912164), MPID(mp-1537961)]",False,6e-07,3e-07,5.0963146343982735e-09,-3.380005705,0.226,,117.73213450170792,,,
mp-20136,BaPb,0.0,"{'voigt': 24.425, 'reuss': 24.173, 'vrh': 24.299}",,Ba2 Pb2,6.78535874951407,42.15698565970951,,,,,,,3.79950371,0.0,-3.404033072499999,-0.06702072892857203,,-0.5882220674999976,,,0.266,False,False,True,True,,2,4,0.0,0.0,NM,,"{'voigt': 14.382, 'reuss': 12.587, 'vrh': 13.484}",,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Cmcm' number=63 point_group='mmm' symprec=0.1 version='2.0.2',"[MPID(mp-2351367), MPID(mp-2191084), MPID(mp-2351478), MPID(mp-2351353), MPID(mp-928163), MPID(mp-928697), MPID(mp-2453245), MPID(mp-2453486), MPID(mp-2453426), MPID(mp-1957326), MPID(mp-2453338), MPID(mp-1431513), MPID(mp-1957248), MPID(mp-2453507), MPID(mp-1780991), MPID(mp-2351472), MPID(mp-2351345), MPID(mp-2453325), MPID(mp-2453415), MPID(mp-1536198), MPID(mp-912089), MPID(mp-2453516), MPID(mp-2453545), MPID(mp-1702997), MPID(mp-2453497), MPID(mp-2453435), MPID(mp-2453521), MPID(mp-2453384), MPID(mp-2433098), MPID(mp-2453286), MPID(mp-1595080), MPID(mp-20136)]",False,6e-07,3e-07,3.5581291606282647e-09,-42.1319337975,0.724,,168.62794263883805,,,
mp-20155,CoSn2,0.0,"{'voigt': 103.625, 'reuss': 103.506, 'vrh': 103.565}",,Co2 Sn4,9.086250659342552,18.053139711087926,,,,,,,9.69637149,0.012927669861110047,-5.102654606666668,,,-0.051801130000001194,,,0.272,False,False,True,False,,2,6,0.0,0.0,NM,,"{'voigt': 57.603, 'reuss': 53.782, 'vrh': 55.693}",,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4/mcm' number=140 point_group='4/mmm' symprec=0.1 version='2.0.2',"[MPID(mp-2655956), MPID(mp-2707298), MPID(mp-2193278), MPID(mp-2343520), MPID(mp-2669126), MPID(mp-2669237), MPID(mp-1958833), MPID(mp-2655741), MPID(mp-2669416), MPID(mp-921274), MPID(mp-2640697), MPID(mp-920263), MPID(mp-2707312), MPID(mp-2669336), MPID(mp-2669253), MPID(mp-1594993), MPID(mp-1077257), MPID(mp-1802838), MPID(mp-1476053), MPID(mp-1077091), MPID(mp-2028380), MPID(mp-906556), MPID(mp-2050311), MPID(mp-2669268), MPID(mp-2669273), MPID(mp-20155), MPID(mp-2669370)]",False,0.0,0.0,0.0,-20.805637923333332,0.356,,108.31883826652756,,,
mp-20263,CaIn,0.0,"{'voigt': 34.02, 'reuss': 34.02, 'vrh': 34.02}",,Ca1 In1,4.530585170671794,28.38605274712609,,,,,,,5.09480903,0.020320988749999103,-15.37121027,,,-0.5627682299999996,,,0.299,False,False,True,False,,2,2,0.0,0.0,NM,,"{'voigt': 22.586, 'reuss': 9.044, 'vrh': 15.815}",,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='2.0.2',"[MPID(mp-2786704), MPID(mp-991038), MPID(mp-993021), MPID(mp-2694508), MPID(mp-1944814), MPID(mp-2187312), MPID(mp-20263), MPID(mp-2790294), MPID(mp-1945538), MPID(mp-2790318), MPID(mp-2827765), MPID(mp-1476020), MPID(mp-1672233), MPID(mp-2829489), MPID(mp-2290217), MPID(mp-994278), MPID(mp-2295057), MPID(mp-1594138), MPID(mp-1538069), MPID(mp-1790849), MPID(mp-2291222), MPID(mp-2829473), MPID(mp-2786642)]",False,0.0001121,0.0001121,1.974561257224279e-06,-15.37121027,7.486,,56.77210549425218,,,
mp-20432,Fe2Ge,0.0,"{'voigt': 141.912, 'reuss': 141.764, 'vrh': 141.838}",,Fe4 Ge2,8.26250713604154,12.348437792818268,,,,,,,6.91900379,0.11096595277777777,-7.221896910000001,,,-0.03420681833333342,,,0.413,False,True,True,False,,2,6,4.0,2.0,FM,,"{'voigt': 42.647, 'reuss': 10.049, 'vrh': 26.348}",,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mmc' number=194 point_group='6/mmm' symprec=0.1 version='2.0.2',"[MPID(mp-2493170), MPID(mp-1771521), MPID(mp-2397474), MPID(mp-2397494), MPID(mp-2696665), MPID(mp-2696553), MPID(mp-2290393), MPID(mp-2687017), MPID(mp-20432), MPID(mp-2397469), MPID(mp-1678136), MPID(mp-2284796), MPID(mp-2186344), MPID(mp-2724186), MPID(mp-930042), MPID(mp-2397532), MPID(mp-2696695), MPID(mp-2397569), MPID(mp-2291937), MPID(mp-2493252), MPID(mp-1594320), MPID(mp-2724191), MPID(mp-2397643), MPID(mp-913700), MPID(mp-930512), MPID(mp-2724172), MPID(mp-2724173), MPID(mp-2030039), MPID(mp-2717853), MPID(mp-2397596), MPID(mp-1801152), MPID(mp-2397565), MPID(mp-1442690), MPID(mp-2397527)]",False,7.8201374,3.9100687,0.10554826895523194,-7.221896910000001,16.221,,74.09062675690961,,,
mp-20536,CoSn,0.0,"{'voigt': 126.108, 'reuss': 124.98, 'vrh': 125.544}",,Co3 Sn3,8.866618260115631,16.6344967472015,,,,,,,8.02196766,0.0,-5.667373963333333,-0.06311076791666537,,-0.09587967583333305,,,0.254,False,False,True,True,,2,6,0.0,0.0,NM,,"{'voigt': 75.039, 'reuss': 72.43, 'vrh': 73.734}",,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6/mmm' number=191 point_group='6/mmm' symprec=0.1 version='2.0.2',"[MPID(mp-2669262), MPID(mp-2655837), MPID(mp-1862497), MPID(mp-2669396), MPID(mp-2669245), MPID(mp-2024055), MPID(mp-1536877), MPID(mp-2318795), MPID(mp-2187493), MPID(mp-2669418), MPID(mp-2669172), MPID(mp-991113), MPID(mp-2669322), MPID(mp-20536), MPID(mp-2287392), MPID(mp-2293470), MPID(mp-2669384), MPID(mp-2669223), MPID(mp-1587498), MPID(mp-2669309), MPID(mp-1943166), MPID(mp-2707274), MPID(mp-2669225), MPID(mp-1687464), MPID(mp-2669139), MPID(mp-2669115), MPID(mp-2669256), MPID(mp-2669414), MPID(mp-2707297), MPID(mp-2669109), MPID(mp-993090), MPID(mp-2669272), MPID(mp-2299320), MPID(mp-2050296), MPID(mp-1442096), MPID(mp-994403)]",False,2e-07,6.666666666666667e-08,2.003867856052883e-09,-18.944300348333332,0.189,,99.806980483209,,,
mp-20549,CaPb3,0.0,"{'voigt': 38.108, 'reuss': 38.108, 'vrh': 38.108}",,Ca1 Pb3,9.239708783440832,29.728809485827405,,,,,,,6.35205175,0.0,-3.5762183800000003,-0.029891992499998743,,-0.2903331074999982,,,0.29,False,False,True,True,,2,4,0.0,0.0,NM,,"{'voigt': 19.134, 'reuss': 18.182, 'vrh': 18.658}",,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='2.0.2',"[MPID(mp-1789692), MPID(mp-2773844), MPID(mp-20549), MPID(mp-928210), MPID(mp-1671057), MPID(mp-1066055), MPID(mp-2773921), MPID(mp-1537655), MPID(mp-2773949), MPID(mp-1952213), MPID(mp-2773982), MPID(mp-2246596), MPID(mp-1592650), MPID(mp-2602935), MPID(mp-1439602), MPID(mp-1066108), MPID(mp-928745), MPID(mp-1954473), MPID(mp-2297283), MPID(mp-2300227), MPID(mp-2773740), MPID(mp-2192934), MPID(mp-1066048), MPID(mp-2774003), MPID(mp-2773762), MPID(mp-912142), MPID(mp-1066083)]",False,1e-06,1e-06,8.409351209276722e-09,-44.3571039175,0.262,,118.91523794330962,,,
mp-20581,Ca3In,0.0,"{'voigt': 24.386, 'reuss': 24.386, 'vrh': 24.386}",,Ca3 In1,2.9681797446011244,32.87478035927664,,,,,,,3.63843502,0.08165825583333408,-11.224501122083332,,,-0.3011332520833321,,,0.283,False,False,True,False,,2,4,0.0,0.0,NM,,"{'voigt': 15.645, 'reuss': 9.085, 'vrh': 12.365}",,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='2.0.2',"[MPID(mp-2063673), MPID(mp-994988), MPID(mp-2288901), MPID(mp-2723329), MPID(mp-2488789), MPID(mp-1924757), MPID(mp-2488679), MPID(mp-2296235), MPID(mp-1595236), MPID(mp-2299139), MPID(mp-2488790), MPID(mp-1436046), MPID(mp-991970), MPID(mp-2488721), MPID(mp-20581), MPID(mp-1697022), MPID(mp-2342288), MPID(mp-993683), MPID(mp-2488674), MPID(mp-2638899)]",False,0.0011515,0.0011515,8.756712496750327e-06,-2.41144775,3.61,,131.49912143710657,,,
mp-20669,Ca2In,0.0,,,Ca8 In4,3.3466354898592376,32.247505985470205,,,,,,,3.60823807,0.0003651354999991696,-12.6797511225,,,-0.46135852916666664,,,,False,False,True,False,,2,12,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='2.0.2',"[MPID(mp-1840795), MPID(mp-929792), MPID(mp-2048689), MPID(mp-930310), MPID(mp-1670300), MPID(mp-20669), MPID(mp-2021258), MPID(mp-1544416), MPID(mp-1598088), MPID(mp-1433150), MPID(mp-2276791), MPID(mp-2277179), MPID(mp-2140867), MPID(mp-2277508), MPID(mp-913333), MPID(mp-2693272)]",False,4.48e-05,1.12e-05,1.1577122692885041e-07,-12.6797511225,,,386.9700718256425,,,
mp-20685,Cr3Ge,0.0,"{'voigt': 229.213, 'reuss': 229.213, 'vrh': 229.213}",,Cr6 Ge2,8.063958686239639,11.769846506287726,,,,,,,8.10501629,0.09220284625000019,-14.68079834125,,,0.09220284625000019,,,0.257,False,False,True,False,,2,8,0.0,0.0,NM,,"{'voigt': 134.06, 'reuss': 132.1, 'vrh': 133.08}",,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3n' number=223 point_group='m-3m' symprec=0.1 version='2.0.2',"[MPID(mp-2285781), MPID(mp-2433077), MPID(mp-2794197), MPID(mp-2191191), MPID(mp-1538374), MPID(mp-1079114), MPID(mp-2794027), MPID(mp-2794041), MPID(mp-2794066), MPID(mp-1079293), MPID(mp-2027948), MPID(mp-910691), MPID(mp-2794136), MPID(mp-1796375), MPID(mp-2288153), MPID(mp-1439461), MPID(mp-20685), MPID(mp-2026176), MPID(mp-926956), MPID(mp-2261153), MPID(mp-1588382), MPID(mp-2794028), MPID(mp-2794164), MPID(mp-926431)]",False,1.06e-05,5.3e-06,1.1257580965836336e-07,-14.68079834125,0.074,,94.1587720503018,,,
mp-20861,CrGe,0.0,,,Cr4 Ge4,7.639572970045499,13.54546346832208,,,,,,,7.92977234,0.0892055837499992,-14.38345440125,,,0.0892055837499992,,,,False,True,True,False,,2,8,4.0,1.0,FM,,,,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='P2_13' number=198 point_group='23' symprec=0.1 version='2.0.2',"[MPID(mp-1802984), MPID(mp-1702099), MPID(mp-1590385), MPID(mp-1441983), MPID(mp-909811), MPID(mp-2262424), MPID(mp-924854), MPID(mp-2279391), MPID(mp-925396), MPID(mp-2449947), MPID(mp-2123832), MPID(mp-2279267), MPID(mp-20861)]",False,3.8421005,0.960525125,0.035455602063610425,-7.12345606875,,,108.36370774657664,,,
mp-20900,Cu3Sb,0.0,"{'voigt': 96.83, 'reuss': 84.128, 'vrh': 90.479}",,Cu6 Sb2,8.716778127244357,14.877890539233542,,,,,,,8.5920194,0.06300208625000003,-14.49867384625,,,0.06300208625000003,,,0.372,False,False,True,False,,2,8,0.0,0.0,NM,,"{'voigt': 27.833, 'reuss': 22.751, 'vrh': 25.292}",,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pmmn' number=59 point_group='mmm' symprec=0.1 version='2.0.2',"[MPID(mp-2283742), MPID(mp-2707302), MPID(mp-2669279), MPID(mp-2655688), MPID(mp-2655931), MPID(mp-2694181), MPID(mp-2655810), MPID(mp-2707267), MPID(mp-910273), MPID(mp-2655772), MPID(mp-1300481), MPID(mp-2669128), MPID(mp-2193054), MPID(mp-2669146), MPID(mp-2262397), MPID(mp-2655830), MPID(mp-2669360), MPID(mp-2669152), MPID(mp-2373976), MPID(mp-925728), MPID(mp-2669320), MPID(mp-1592200), MPID(mp-2669350), MPID(mp-2669274), MPID(mp-1803603), MPID(mp-2374007), MPID(mp-2374031), MPID(mp-20900), MPID(mp-1672646), MPID(mp-2669153), MPID(mp-926138), MPID(mp-2283052)]",False,1e-07,5e-08,8.401728704104283e-10,-4.0262172375,1.268,,119.02312431386834,,,
mp-21068,CaIn2,0.0,,,Ca2 In4,5.507262461281594,27.10788024344666,,,,,,,6.22278818,0.0,-17.987873943333334,-0.20065631083333457,,-0.5893824566666671,,,,False,False,True,True,,2,6,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mmc' number=194 point_group='6/mmm' symprec=0.1 version='2.0.2',"[MPID(mp-1688160), MPID(mp-2027028), MPID(mp-907127), MPID(mp-2288124), MPID(mp-1830096), MPID(mp-2191150), MPID(mp-921641), MPID(mp-1537809), MPID(mp-2286475), MPID(mp-2693680), MPID(mp-2026528), MPID(mp-1300396), MPID(mp-2286347), MPID(mp-920608), MPID(mp-21068), MPID(mp-1958822), MPID(mp-1594853)]",False,0.0,0.0,0.0,-17.987873943333334,,,162.64728146067998,,,
mp-21187,CaIn,0.0,,,Ca4 In4,4.522365872714416,28.4376437576567,,,,,,,5.0220322,0.0,-15.39153125875,-0.0663878747115394,,-0.5830892187499988,,,,False,False,True,True,,2,8,0.0,0.0,NM,,,,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4/mmm' number=139 point_group='4/mmm' symprec=0.1 version='2.0.2',"[MPID(mp-1602579), MPID(mp-2133848), MPID(mp-907132), MPID(mp-920612), MPID(mp-1300293), MPID(mp-21187), MPID(mp-921666), MPID(mp-1525534), MPID(mp-2440548), MPID(mp-2047777), MPID(mp-1677473), MPID(mp-2020339), MPID(mp-1775000)]",False,8e-07,2e-07,3.5164657399956164e-09,-15.39153125875,,,227.5011500612536,,,
